QtdRobots: 20
QtdEnvironments: 10
QtdRepetitions: 10
QtdObstacles: 100
PointsCollision: -1000
PointsMoving: 10
MaxPopulation: 200
MaxTime: 10000
EnvMutationRate: 0.2

Environment 0	 h: 10	 mr: 0.2	 nc: 0.3	 nm: 0.5	 bmp: 1	 cc: 0
	Repetition 0
		Population 0
			Robot 0 	f: -1389.98 	mf: -1389.00 	ga0: 1.00 	ga1: 3.01 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.40 	gb1: 0.70 	gb2: 0.64 	gb3: 3.83 	gb4: 4.14 	gb5: 2.75
			Robot 14 	f: -2116.40 	mf: -2116.00 	ga0: 1.00 	ga1: 2.95 	ga2: 0.37 	ga3: 0.00 	ga4: 0.00 	gb0: 0.37 	gb1: 0.65 	gb2: 0.82 	gb3: 2.67 	gb4: 4.55 	gb5: 3.41
			Robot 15 	f: -3045.90 	mf: -3045.00 	ga0: 1.00 	ga1: 1.69 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.50 	gb1: 0.51 	gb2: 0.67 	gb3: 4.02 	gb4: 4.43 	gb5: 2.62
			Robot 16 	f: -2762.32 	mf: -2762.00 	ga0: 1.00 	ga1: 2.53 	ga2: 0.00 	ga3: 0.05 	ga4: 0.00 	gb0: 0.61 	gb1: 0.32 	gb2: 0.47 	gb3: 2.46 	gb4: 4.39 	gb5: 1.50
			Robot 17 	f: -3017.58 	mf: -3017.00 	ga0: 1.00 	ga1: 1.30 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.74 	gb1: 0.48 	gb2: 0.67 	gb3: 2.95 	gb4: 3.79 	gb5: 3.34
			Robot 18 	f: -1425.41 	mf: -1425.00 	ga0: 1.00 	ga1: 0.97 	ga2: 0.00 	ga3: 0.00 	ga4: 0.03 	gb0: 0.30 	gb1: 0.22 	gb2: 0.73 	gb3: 3.12 	gb4: 4.21 	gb5: 3.67
			Robot 19 	f: -4246.32 	mf: -4246.00 	ga0: 1.00 	ga1: 2.17 	ga2: 0.00 	ga3: 0.11 	ga4: 0.00 	gb0: 0.47 	gb1: 0.65 	gb2: 0.86 	gb3: 4.18 	gb4: 2.52 	gb5: 2.72
		Population 1
			Robot 0 	f: -930.42 	mf: -1159.50 	ga0: 1.00 	ga1: 2.00 	ga2: 0.02 	ga3: 0.00 	ga4: 0.33 	gb0: 0.65 	gb1: 0.67 	gb2: 0.33 	gb3: 3.19 	gb4: 1.99 	gb5: 1.82
			Robot 1 	f: 1907.87 	mf: -2118.50 	ga0: 1.00 	ga1: 1.98 	ga2: 0.04 	ga3: 0.00 	ga4: 0.33 	gb0: 0.65 	gb1: 0.53 	gb2: 0.56 	gb3: 2.35 	gb4: 3.33 	gb5: 3.68
			Robot 2 	f: 2286.59 	mf: -1037.00 	ga0: 1.00 	ga1: 5.64 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.64 	gb1: 0.31 	gb2: 0.51 	gb3: 2.51 	gb4: 3.73 	gb5: 3.83
			Robot 3 	f: -2481.72 	mf: -3232.00 	ga0: 1.00 	ga1: 1.88 	ga2: 0.30 	ga3: 0.00 	ga4: 0.33 	gb0: 0.40 	gb1: 0.46 	gb2: 0.46 	gb3: 2.54 	gb4: 2.71 	gb5: 4.01
			Robot 4 	f: -4998.18 	mf: -2768.50 	ga0: 1.00 	ga1: 1.31 	ga2: 0.02 	ga3: 0.10 	ga4: 0.33 	gb0: 0.59 	gb1: 0.41 	gb2: 0.82 	gb3: 1.48 	gb4: 3.48 	gb5: 3.07
			Robot 5 	f: -1591.00 	mf: -1308.00 	ga0: 1.00 	ga1: 1.44 	ga2: 0.02 	ga3: 0.11 	ga4: 0.33 	gb0: 0.40 	gb1: 0.36 	gb2: 0.71 	gb3: 2.38 	gb4: 2.90 	gb5: 3.81
			Robot 6 	f: -5278.41 	mf: -4523.50 	ga0: 0.50 	ga1: 1.52 	ga2: 0.09 	ga3: 0.00 	ga4: 0.59 	gb0: 0.52 	gb1: 0.51 	gb2: 0.34 	gb3: 2.09 	gb4: 2.95 	gb5: 4.13
			Robot 7 	f: -2063.30 	mf: -3523.50 	ga0: 0.85 	ga1: 5.21 	ga2: 0.02 	ga3: 0.00 	ga4: 0.33 	gb0: 0.71 	gb1: 0.24 	gb2: 0.33 	gb3: 3.12 	gb4: 1.74 	gb5: 3.61
			Robot 8 	f: -4560.46 	mf: -3761.00 	ga0: 1.00 	ga1: 0.89 	ga2: 0.05 	ga3: 0.31 	ga4: 0.33 	gb0: 0.72 	gb1: 0.27 	gb2: 0.77 	gb3: 2.57 	gb4: 4.04 	gb5: 2.11
			Robot 9 	f: 1994.18 	mf: 200.50 	ga0: 1.00 	ga1: 1.57 	ga2: 0.04 	ga3: 0.00 	ga4: 0.47 	gb0: 0.50 	gb1: 0.34 	gb2: 0.64 	gb3: 1.91 	gb4: 3.35 	gb5: 3.87
			Robot 10 	f: -1088.22 	mf: -2451.00 	ga0: 1.00 	ga1: 2.06 	ga2: 0.02 	ga3: 0.10 	ga4: 0.33 	gb0: 0.40 	gb1: 0.29 	gb2: 0.38 	gb3: 3.27 	gb4: 2.26 	gb5: 2.57
			Robot 11 	f: -430.74 	mf: -2302.50 	ga0: 0.43 	ga1: 1.25 	ga2: 0.02 	ga3: 0.41 	ga4: 0.42 	gb0: 0.44 	gb1: 0.54 	gb2: 0.50 	gb3: 2.28 	gb4: 3.71 	gb5: 3.06
			Robot 12 	f: -278.56 	mf: -3234.00 	ga0: 1.00 	ga1: 1.60 	ga2: 0.14 	ga3: 0.08 	ga4: 0.55 	gb0: 0.70 	gb1: 0.55 	gb2: 0.48 	gb3: 3.47 	gb4: 2.11 	gb5: 2.06
			Robot 13 	f: -1543.23 	mf: -3331.00 	ga0: 1.00 	ga1: 1.38 	ga2: 0.10 	ga3: 0.11 	ga4: 0.33 	gb0: 0.70 	gb1: 0.29 	gb2: 0.39 	gb3: 3.19 	gb4: 3.54 	gb5: 1.96
			Robot 14 	f: -3321.85 	mf: -2718.50 	ga0: 1.00 	ga1: 1.99 	ga2: 0.14 	ga3: 0.00 	ga4: 0.32 	gb0: 0.48 	gb1: 0.29 	gb2: 0.78 	gb3: 1.60 	gb4: 2.48 	gb5: 3.68
			Robot 15 	f: -5424.19 	mf: -4234.50 	ga0: 1.00 	ga1: 1.61 	ga2: 0.02 	ga3: 0.00 	ga4: 0.33 	gb0: 0.63 	gb1: 0.63 	gb2: 0.72 	gb3: 2.30 	gb4: 2.83 	gb5: 1.75
			Robot 16 	f: -4301.80 	mf: -3531.50 	ga0: 1.00 	ga1: 1.86 	ga2: 0.02 	ga3: 0.41 	ga4: 0.33 	gb0: 0.39 	gb1: 0.63 	gb2: 0.35 	gb3: 3.23 	gb4: 4.26 	gb5: 3.29
			Robot 17 	f: 843.38 	mf: -1087.00 	ga0: 1.00 	ga1: 2.74 	ga2: 0.02 	ga3: 0.25 	ga4: 0.33 	gb0: 0.37 	gb1: 0.47 	gb2: 0.58 	gb3: 2.39 	gb4: 2.73 	gb5: 3.10
			Robot 18 	f: -2613.71 	mf: -2019.00 	ga0: 1.00 	ga1: 1.39 	ga2: 0.02 	ga3: 0.00 	ga4: 0.34 	gb0: 0.38 	gb1: 0.57 	gb2: 0.42 	gb3: 2.69 	gb4: 3.05 	gb5: 2.66
			Robot 19 	f: 1325.19 	mf: -1460.50 	ga0: 1.00 	ga1: 1.75 	ga2: 0.02 	ga3: 0.03 	ga4: 0.31 	gb0: 0.60 	gb1: 0.58 	gb2: 0.58 	gb3: 2.87 	gb4: 3.79 	gb5: 2.76
		Population 2
			Robot 0 	f: -448.51 	mf: -922.33 	ga0: 1.00 	ga1: 1.70 	ga2: 0.03 	ga3: 0.00 	ga4: 0.39 	gb0: 0.60 	gb1: 0.37 	gb2: 0.71 	gb3: 1.22 	gb4: 2.94 	gb5: 2.83
			Robot 1 	f: -385.43 	mf: -1540.67 	ga0: 1.00 	ga1: 1.85 	ga2: 0.04 	ga3: 0.00 	ga4: 0.49 	gb0: 0.52 	gb1: 0.30 	gb2: 0.39 	gb3: 1.92 	gb4: 2.52 	gb5: 1.99
			Robot 2 	f: -2561.46 	mf: -1544.67 	ga0: 0.50 	ga1: 2.79 	ga2: 0.32 	ga3: 0.00 	ga4: 0.33 	gb0: 0.70 	gb1: 0.43 	gb2: 0.55 	gb3: 1.30 	gb4: 2.92 	gb5: 4.26
			Robot 3 	f: -3212.16 	mf: -3225.33 	ga0: 1.00 	ga1: 1.66 	ga2: 0.11 	ga3: 0.00 	ga4: 0.43 	gb0: 0.55 	gb1: 0.64 	gb2: 0.40 	gb3: 3.50 	gb4: 3.48 	gb5: 2.13
			Robot 4 	f: -3238.54 	mf: -2925.00 	ga0: 1.00 	ga1: 1.49 	ga2: 0.33 	ga3: 0.40 	ga4: 0.43 	gb0: 0.62 	gb1: 0.65 	gb2: 0.66 	gb3: 1.04 	gb4: 2.98 	gb5: 2.75
			Robot 5 	f: -5144.05 	mf: -2586.67 	ga0: 1.00 	ga1: 1.53 	ga2: 0.03 	ga3: 0.03 	ga4: 0.43 	gb0: 0.38 	gb1: 0.42 	gb2: 0.72 	gb3: 2.56 	gb4: 3.01 	gb5: 2.21
			Robot 6 	f: 2739.74 	mf: -2102.67 	ga0: 0.85 	ga1: 1.56 	ga2: 0.05 	ga3: 0.00 	ga4: 0.51 	gb0: 0.38 	gb1: 0.61 	gb2: 0.69 	gb3: 3.26 	gb4: 2.33 	gb5: 2.46
			Robot 7 	f: -1884.09 	mf: -2977.00 	ga0: 0.98 	ga1: 2.66 	ga2: 0.03 	ga3: 0.00 	ga4: 0.43 	gb0: 0.62 	gb1: 0.26 	gb2: 0.41 	gb3: 1.65 	gb4: 2.78 	gb5: 2.50
			Robot 8 	f: -6104.87 	mf: -4542.00 	ga0: 1.00 	ga1: 1.18 	ga2: 0.04 	ga3: 0.09 	ga4: 0.43 	gb0: 0.62 	gb1: 0.17 	gb2: 0.77 	gb3: 3.11 	gb4: 2.53 	gb5: 3.85
			Robot 9 	f: 4117.64 	mf: 1506.00 	ga0: 1.00 	ga1: 1.57 	ga2: 0.04 	ga3: 0.00 	ga4: 0.47 	gb0: 0.50 	gb1: 0.34 	gb2: 0.64 	gb3: 1.91 	gb4: 3.35 	gb5: 3.87
			Robot 10 	f: -6952.14 	mf: -3951.33 	ga0: 1.00 	ga1: 1.72 	ga2: 0.03 	ga3: 0.03 	ga4: 0.43 	gb0: 0.29 	gb1: 0.31 	gb2: 0.53 	gb3: 3.07 	gb4: 2.30 	gb5: 3.43
			Robot 11 	f: 1434.81 	mf: -1057.33 	ga0: 0.83 	ga1: 1.48 	ga2: 0.03 	ga3: 0.12 	ga4: 0.46 	gb0: 0.55 	gb1: 0.66 	gb2: 0.55 	gb3: 1.75 	gb4: 4.02 	gb5: 3.07
			Robot 12 	f: 640.88 	mf: -1943.00 	ga0: 1.00 	ga1: 3.29 	ga2: 0.07 	ga3: 0.28 	ga4: 0.28 	gb0: 0.48 	gb1: 0.54 	gb2: 0.47 	gb3: 1.23 	gb4: 1.50 	gb5: 3.01
			Robot 13 	f: -185.78 	mf: -2282.33 	ga0: 1.00 	ga1: 1.51 	ga2: 0.05 	ga3: 0.48 	ga4: 0.43 	gb0: 0.55 	gb1: 0.62 	gb2: 0.38 	gb3: 2.79 	gb4: 3.32 	gb5: 2.05
			Robot 14 	f: -11471.65 	mf: -5636.00 	ga0: 0.50 	ga1: 1.70 	ga2: 0.07 	ga3: 0.00 	ga4: 0.43 	gb0: 0.41 	gb1: 0.38 	gb2: 0.43 	gb3: 3.36 	gb4: 2.79 	gb5: 3.59
			Robot 15 	f: -3519.49 	mf: -3996.00 	ga0: 1.00 	ga1: 1.58 	ga2: 0.03 	ga3: 0.00 	ga4: 0.43 	gb0: 0.55 	gb1: 0.23 	gb2: 0.70 	gb3: 3.48 	gb4: 2.72 	gb5: 4.02
			Robot 16 	f: -1571.07 	mf: -2878.00 	ga0: 1.00 	ga1: 1.66 	ga2: 0.03 	ga3: 0.12 	ga4: 0.29 	gb0: 0.50 	gb1: 0.63 	gb2: 0.45 	gb3: 1.55 	gb4: 3.39 	gb5: 3.67
			Robot 17 	f: 6171.71 	mf: 1332.00 	ga0: 1.00 	ga1: 2.74 	ga2: 0.02 	ga3: 0.25 	ga4: 0.33 	gb0: 0.37 	gb1: 0.47 	gb2: 0.58 	gb3: 2.39 	gb4: 2.73 	gb5: 3.10
			Robot 18 	f: 2362.14 	mf: -558.67 	ga0: 1.00 	ga1: 1.52 	ga2: 0.03 	ga3: 0.00 	ga4: 0.43 	gb0: 0.67 	gb1: 0.22 	gb2: 0.46 	gb3: 2.76 	gb4: 3.85 	gb5: 4.21
			Robot 19 	f: -2360.09 	mf: -1760.00 	ga0: 1.00 	ga1: 1.62 	ga2: 0.39 	ga3: 0.23 	ga4: 0.48 	gb0: 0.43 	gb1: 0.63 	gb2: 0.51 	gb3: 2.92 	gb4: 2.95 	gb5: 4.05
		Population 3
			Robot 0 	f: -2995.63 	mf: -1440.50 	ga0: 1.00 	ga1: 1.61 	ga2: 0.03 	ga3: 0.25 	ga4: 0.45 	gb0: 0.30 	gb1: 0.62 	gb2: 0.73 	gb3: 1.95 	gb4: 3.28 	gb5: 3.36
			Robot 1 	f: 1524.51 	mf: -774.75 	ga0: 1.00 	ga1: 1.65 	ga2: 0.04 	ga3: 0.00 	ga4: 0.48 	gb0: 0.58 	gb1: 0.60 	gb2: 0.30 	gb3: 1.54 	gb4: 2.65 	gb5: 2.82
			Robot 2 	f: -4696.69 	mf: -2332.50 	ga0: 0.85 	ga1: 1.94 	ga2: 0.12 	ga3: 0.00 	ga4: 0.65 	gb0: 0.59 	gb1: 0.22 	gb2: 0.41 	gb3: 0.97 	gb4: 3.78 	gb5: 2.91
			Robot 3 	f: 3107.22 	mf: -1642.25 	ga0: 1.00 	ga1: 1.66 	ga2: 0.11 	ga3: 0.00 	ga4: 0.43 	gb0: 0.55 	gb1: 0.64 	gb2: 0.40 	gb3: 3.50 	gb4: 3.48 	gb5: 2.13
			Robot 4 	f: 2763.50 	mf: -1503.00 	ga0: 1.00 	ga1: 1.49 	ga2: 0.33 	ga3: 0.40 	ga4: 0.43 	gb0: 0.62 	gb1: 0.65 	gb2: 0.66 	gb3: 1.04 	gb4: 2.98 	gb5: 2.75
			Robot 5 	f: 2502.82 	mf: -1314.50 	ga0: 1.00 	ga1: 1.56 	ga2: 0.03 	ga3: 0.48 	ga4: 0.46 	gb0: 0.23 	gb1: 0.24 	gb2: 0.64 	gb3: 2.91 	gb4: 4.11 	gb5: 2.97
			Robot 6 	f: 1432.53 	mf: -1219.00 	ga0: 0.96 	ga1: 3.78 	ga2: 0.04 	ga3: 0.00 	ga4: 0.49 	gb0: 0.61 	gb1: 0.45 	gb2: 0.53 	gb3: 1.19 	gb4: 3.75 	gb5: 3.78
			Robot 7 	f: 2929.56 	mf: -1500.75 	ga0: 0.98 	ga1: 2.66 	ga2: 0.03 	ga3: 0.00 	ga4: 0.43 	gb0: 0.62 	gb1: 0.26 	gb2: 0.41 	gb3: 1.65 	gb4: 2.78 	gb5: 2.50
			Robot 8 	f: 4997.17 	mf: -2157.25 	ga0: 1.00 	ga1: 1.18 	ga2: 0.04 	ga3: 0.09 	ga4: 0.43 	gb0: 0.62 	gb1: 0.17 	gb2: 0.77 	gb3: 3.11 	gb4: 2.53 	gb5: 3.85
			Robot 9 	f: 2604.72 	mf: 1780.50 	ga0: 1.00 	ga1: 1.57 	ga2: 0.04 	ga3: 0.00 	ga4: 0.47 	gb0: 0.50 	gb1: 0.34 	gb2: 0.64 	gb3: 1.91 	gb4: 3.35 	gb5: 3.87
			Robot 10 	f: 4398.84 	mf: -1864.00 	ga0: 1.00 	ga1: 1.72 	ga2: 0.03 	ga3: 0.03 	ga4: 0.43 	gb0: 0.29 	gb1: 0.31 	gb2: 0.53 	gb3: 3.07 	gb4: 2.30 	gb5: 3.43
			Robot 11 	f: 2685.16 	mf: -121.75 	ga0: 0.83 	ga1: 1.48 	ga2: 0.03 	ga3: 0.12 	ga4: 0.46 	gb0: 0.55 	gb1: 0.66 	gb2: 0.55 	gb3: 1.75 	gb4: 4.02 	gb5: 3.07
			Robot 12 	f: -764.42 	mf: -1647.75 	ga0: 1.00 	ga1: 2.09 	ga2: 0.04 	ga3: 0.45 	ga4: 0.42 	gb0: 0.26 	gb1: 0.22 	gb2: 0.66 	gb3: 2.83 	gb4: 1.49 	gb5: 3.16
			Robot 13 	f: 293.05 	mf: -1638.75 	ga0: 1.00 	ga1: 3.28 	ga2: 0.48 	ga3: 0.14 	ga4: 0.46 	gb0: 0.40 	gb1: 0.21 	gb2: 0.66 	gb3: 2.94 	gb4: 2.09 	gb5: 3.87
			Robot 14 	f: 1538.17 	mf: -3842.50 	ga0: 0.85 	ga1: 1.61 	ga2: 0.04 	ga3: 0.15 	ga4: 0.46 	gb0: 0.25 	gb1: 0.62 	gb2: 0.64 	gb3: 2.78 	gb4: 1.94 	gb5: 4.03
			Robot 15 	f: 3560.57 	mf: -2107.25 	ga0: 1.00 	ga1: 1.58 	ga2: 0.03 	ga3: 0.00 	ga4: 0.43 	gb0: 0.55 	gb1: 0.23 	gb2: 0.70 	gb3: 3.48 	gb4: 2.72 	gb5: 4.02
			Robot 16 	f: -9724.43 	mf: -4589.50 	ga0: 1.00 	ga1: 1.60 	ga2: 0.39 	ga3: 0.04 	ga4: 0.42 	gb0: 0.67 	gb1: 0.53 	gb2: 0.35 	gb3: 1.18 	gb4: 2.22 	gb5: 2.39
			Robot 17 	f: -7952.79 	mf: -988.25 	ga0: 1.00 	ga1: 1.92 	ga2: 0.03 	ga3: 0.07 	ga4: 0.43 	gb0: 0.49 	gb1: 0.21 	gb2: 0.64 	gb3: 2.46 	gb4: 2.13 	gb5: 2.30
			Robot 18 	f: 4127.85 	mf: 612.25 	ga0: 1.00 	ga1: 1.52 	ga2: 0.03 	ga3: 0.00 	ga4: 0.43 	gb0: 0.67 	gb1: 0.22 	gb2: 0.46 	gb3: 2.76 	gb4: 3.85 	gb5: 4.21
			Robot 19 	f: 5170.96 	mf: -28.00 	ga0: 1.00 	ga1: 1.62 	ga2: 0.39 	ga3: 0.23 	ga4: 0.48 	gb0: 0.43 	gb1: 0.63 	gb2: 0.51 	gb3: 2.92 	gb4: 2.95 	gb5: 4.05
		Population 4
			Robot 0 	f: 4995.61 	mf: -154.00 	ga0: 1.00 	ga1: 1.61 	ga2: 0.03 	ga3: 0.25 	ga4: 0.45 	gb0: 0.30 	gb1: 0.62 	gb2: 0.73 	gb3: 1.95 	gb4: 3.28 	gb5: 3.36
			Robot 1 	f: 5055.07 	mf: 391.00 	ga0: 1.00 	ga1: 1.65 	ga2: 0.04 	ga3: 0.00 	ga4: 0.48 	gb0: 0.58 	gb1: 0.60 	gb2: 0.30 	gb3: 1.54 	gb4: 2.65 	gb5: 2.82
			Robot 2 	f: 5851.22 	mf: -696.20 	ga0: 0.85 	ga1: 1.94 	ga2: 0.12 	ga3: 0.00 	ga4: 0.65 	gb0: 0.59 	gb1: 0.22 	gb2: 0.41 	gb3: 0.97 	gb4: 3.78 	gb5: 2.91
			Robot 3 	f: 5129.99 	mf: -288.40 	ga0: 1.00 	ga1: 1.66 	ga2: 0.11 	ga3: 0.00 	ga4: 0.43 	gb0: 0.55 	gb1: 0.64 	gb2: 0.40 	gb3: 3.50 	gb4: 3.48 	gb5: 2.13
			Robot 4 	f: 2169.59 	mf: -768.80 	ga0: 1.00 	ga1: 4.77 	ga2: 0.12 	ga3: 0.12 	ga4: 0.46 	gb0: 0.72 	gb1: 0.69 	gb2: 0.68 	gb3: 1.47 	gb4: 3.67 	gb5: 3.60
			Robot 5 	f: -1679.11 	mf: -1387.40 	ga0: 1.00 	ga1: 1.57 	ga2: 0.03 	ga3: 0.15 	ga4: 0.73 	gb0: 0.56 	gb1: 0.60 	gb2: 0.58 	gb3: 2.38 	gb4: 3.74 	gb5: 3.76
			Robot 6 	f: 5137.58 	mf: 51.80 	ga0: 0.96 	ga1: 3.78 	ga2: 0.04 	ga3: 0.00 	ga4: 0.49 	gb0: 0.61 	gb1: 0.45 	gb2: 0.53 	gb3: 1.19 	gb4: 3.75 	gb5: 3.78
			Robot 7 	f: 3392.36 	mf: -522.40 	ga0: 0.98 	ga1: 2.66 	ga2: 0.03 	ga3: 0.00 	ga4: 0.43 	gb0: 0.62 	gb1: 0.26 	gb2: 0.41 	gb3: 1.65 	gb4: 2.78 	gb5: 2.50
			Robot 8 	f: 2612.42 	mf: -1203.60 	ga0: 1.00 	ga1: 1.18 	ga2: 0.04 	ga3: 0.09 	ga4: 0.43 	gb0: 0.62 	gb1: 0.17 	gb2: 0.77 	gb3: 3.11 	gb4: 2.53 	gb5: 3.85
			Robot 9 	f: 2354.71 	mf: 1895.20 	ga0: 1.00 	ga1: 1.57 	ga2: 0.04 	ga3: 0.00 	ga4: 0.47 	gb0: 0.50 	gb1: 0.34 	gb2: 0.64 	gb3: 1.91 	gb4: 3.35 	gb5: 3.87
			Robot 10 	f: 230.40 	mf: -1445.20 	ga0: 1.00 	ga1: 1.61 	ga2: 0.12 	ga3: 0.01 	ga4: 0.46 	gb0: 0.27 	gb1: 0.37 	gb2: 0.58 	gb3: 3.10 	gb4: 1.69 	gb5: 3.37
			Robot 11 	f: 4088.56 	mf: 720.00 	ga0: 0.83 	ga1: 1.48 	ga2: 0.03 	ga3: 0.12 	ga4: 0.46 	gb0: 0.55 	gb1: 0.66 	gb2: 0.55 	gb3: 1.75 	gb4: 4.02 	gb5: 3.07
			Robot 12 	f: -951.51 	mf: -1508.40 	ga0: 1.00 	ga1: 1.72 	ga2: 0.04 	ga3: 0.26 	ga4: 0.46 	gb0: 0.60 	gb1: 0.23 	gb2: 0.43 	gb3: 2.18 	gb4: 2.30 	gb5: 2.69
			Robot 13 	f: 8491.26 	mf: 386.80 	ga0: 1.00 	ga1: 3.28 	ga2: 0.48 	ga3: 0.14 	ga4: 0.46 	gb0: 0.40 	gb1: 0.21 	gb2: 0.66 	gb3: 2.94 	gb4: 2.09 	gb5: 3.87
			Robot 14 	f: 4147.81 	mf: -2244.60 	ga0: 0.85 	ga1: 1.61 	ga2: 0.04 	ga3: 0.15 	ga4: 0.46 	gb0: 0.25 	gb1: 0.62 	gb2: 0.64 	gb3: 2.78 	gb4: 1.94 	gb5: 4.03
			Robot 15 	f: 4475.16 	mf: -790.80 	ga0: 1.00 	ga1: 1.58 	ga2: 0.03 	ga3: 0.00 	ga4: 0.43 	gb0: 0.55 	gb1: 0.23 	gb2: 0.70 	gb3: 3.48 	gb4: 2.72 	gb5: 4.02
			Robot 16 	f: 2944.81 	mf: -3082.80 	ga0: 1.00 	ga1: 1.60 	ga2: 0.39 	ga3: 0.04 	ga4: 0.42 	gb0: 0.67 	gb1: 0.53 	gb2: 0.35 	gb3: 1.18 	gb4: 2.22 	gb5: 2.39
			Robot 17 	f: 2983.25 	mf: -194.40 	ga0: 1.00 	ga1: 1.92 	ga2: 0.03 	ga3: 0.07 	ga4: 0.43 	gb0: 0.49 	gb1: 0.21 	gb2: 0.64 	gb3: 2.46 	gb4: 2.13 	gb5: 2.30
			Robot 18 	f: 5311.67 	mf: 1552.00 	ga0: 1.00 	ga1: 1.52 	ga2: 0.03 	ga3: 0.00 	ga4: 0.43 	gb0: 0.67 	gb1: 0.22 	gb2: 0.46 	gb3: 2.76 	gb4: 3.85 	gb5: 4.21
