QtdRobots: 20
QtdEnvironments: 10
QtdRepetitions: 10
QtdObstacles: 100
PointsCollision: -1000
PointsMoving: 10
MaxPopulation: 200
MaxTime: 20000
EnvMutationRate: 0.2

Environment 0	 h: 10	 mr: 0.2	 nc: 0.3	 nm: 0.5	 bmp: 1	 cc: 0
	Repetition 0
		Population 0
			Robot 0 	f: -9850.60 	mf: -9850.00 	ga0: 1.00 	ga1: 5.88 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.41 	gb1: 0.44 	gb2: 0.55 	gb3: 2.69 	gb4: 1.54 	gb5: 4.50
			Robot 11 	f: -9929.62 	mf: -9929.00 	ga0: 1.00 	ga1: 3.39 	ga2: 0.16 	ga3: 0.00 	ga4: 0.00 	gb0: 0.51 	gb1: 0.52 	gb2: 0.83 	gb3: 1.39 	gb4: 1.26 	gb5: 3.93
			Robot 12 	f: -11740.75 	mf: -11740.00 	ga0: 1.00 	ga1: 4.53 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.69 	gb1: 0.22 	gb2: 0.61 	gb3: 2.46 	gb4: 2.81 	gb5: 2.96
			Robot 13 	f: -17464.03 	mf: -17464.00 	ga0: 1.00 	ga1: 3.81 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.39 	gb1: 0.30 	gb2: 0.31 	gb3: 1.16 	gb4: 0.65 	gb5: 2.58
			Robot 14 	f: -19073.65 	mf: -19073.00 	ga0: 1.00 	ga1: 5.76 	ga2: 0.00 	ga3: 0.00 	ga4: 0.32 	gb0: 0.36 	gb1: 0.36 	gb2: 0.42 	gb3: 1.22 	gb4: 2.51 	gb5: 2.52
			Robot 15 	f: -10628.42 	mf: -10628.00 	ga0: 1.00 	ga1: 4.56 	ga2: 0.46 	ga3: 0.14 	ga4: 0.00 	gb0: 0.48 	gb1: 0.56 	gb2: 0.75 	gb3: 1.74 	gb4: 1.98 	gb5: 2.27
			Robot 16 	f: -16859.15 	mf: -16859.00 	ga0: 1.00 	ga1: 6.20 	ga2: 0.00 	ga3: 0.00 	ga4: 0.29 	gb0: 0.65 	gb1: 0.60 	gb2: 0.54 	gb3: 1.01 	gb4: 1.33 	gb5: 2.52
			Robot 17 	f: -9802.42 	mf: -9802.00 	ga0: 1.00 	ga1: 4.17 	ga2: 0.14 	ga3: 0.00 	ga4: 0.00 	gb0: 0.29 	gb1: 0.17 	gb2: 0.56 	gb3: 0.79 	gb4: 2.12 	gb5: 2.21
			Robot 18 	f: -4889.51 	mf: -4889.00 	ga0: 1.00 	ga1: 4.80 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.58 	gb1: 0.17 	gb2: 0.80 	gb3: 0.46 	gb4: 1.13 	gb5: 4.54
			Robot 19 	f: -19972.52 	mf: -19972.00 	ga0: 1.00 	ga1: 5.04 	ga2: 0.00 	ga3: 0.09 	ga4: 0.00 	gb0: 0.67 	gb1: 0.19 	gb2: 0.49 	gb3: 3.01 	gb4: 0.61 	gb5: 3.15
		Population 1
			Robot 0 	f: -12625.30 	mf: -11237.50 	ga0: 1.00 	ga1: 5.82 	ga2: 0.23 	ga3: 0.00 	ga4: 0.00 	gb0: 0.47 	gb1: 0.73 	gb2: 0.50 	gb3: 2.16 	gb4: 1.42 	gb5: 4.02
			Robot 1 	f: 6917.56 	mf: -639.50 	ga0: 1.00 	ga1: 5.79 	ga2: 0.46 	ga3: 0.00 	ga4: 0.00 	gb0: 0.35 	gb1: 0.49 	gb2: 0.81 	gb3: 1.78 	gb4: 1.14 	gb5: 2.82
			Robot 2 	f: -2509.70 	mf: -9590.00 	ga0: 1.00 	ga1: 5.88 	ga2: 0.19 	ga3: 0.02 	ga4: 0.00 	gb0: 0.47 	gb1: 0.58 	gb2: 0.35 	gb3: 1.19 	gb4: 1.89 	gb5: 1.38
			Robot 3 	f: -6678.04 	mf: -9255.00 	ga0: 1.00 	ga1: 4.31 	ga2: 0.55 	ga3: 0.00 	ga4: 0.04 	gb0: 0.30 	gb1: 0.68 	gb2: 0.37 	gb3: 2.09 	gb4: 1.75 	gb5: 3.96
			Robot 4 	f: -14989.72 	mf: -12906.50 	ga0: 1.00 	ga1: 5.12 	ga2: 0.32 	ga3: 0.00 	ga4: 0.00 	gb0: 0.67 	gb1: 0.34 	gb2: 0.49 	gb3: 3.12 	gb4: 3.32 	gb5: 3.32
			Robot 5 	f: 1551.86 	mf: -5249.00 	ga0: 0.85 	ga1: 5.30 	ga2: 0.32 	ga3: 0.00 	ga4: 0.06 	gb0: 0.54 	gb1: 0.49 	gb2: 0.53 	gb3: 3.01 	gb4: 2.74 	gb5: 1.93
			Robot 6 	f: -2998.64 	mf: -7566.50 	ga0: 1.00 	ga1: 5.34 	ga2: 0.32 	ga3: 0.34 	ga4: 0.00 	gb0: 0.36 	gb1: 0.58 	gb2: 0.83 	gb3: 1.61 	gb4: 0.93 	gb5: 3.60
			Robot 7 	f: -8670.88 	mf: -9493.50 	ga0: 1.00 	ga1: 5.24 	ga2: 0.32 	ga3: 0.24 	ga4: 0.34 	gb0: 0.30 	gb1: 0.70 	gb2: 0.87 	gb3: 2.68 	gb4: 2.30 	gb5: 2.41
			Robot 8 	f: -1384.45 	mf: -7544.50 	ga0: 1.00 	ga1: 5.60 	ga2: 0.32 	ga3: 0.00 	ga4: 0.00 	gb0: 0.65 	gb1: 0.53 	gb2: 0.42 	gb3: 1.59 	gb4: 1.17 	gb5: 2.12
			Robot 9 	f: -12548.71 	mf: -15916.50 	ga0: 1.00 	ga1: 5.39 	ga2: 0.32 	ga3: 0.03 	ga4: 0.06 	gb0: 0.51 	gb1: 0.60 	gb2: 0.66 	gb3: 2.80 	gb4: 1.54 	gb5: 1.78
			Robot 10 	f: 3108.13 	mf: -4792.00 	ga0: 0.85 	ga1: 6.94 	ga2: 0.32 	ga3: 0.34 	ga4: 0.00 	gb0: 0.56 	gb1: 0.59 	gb2: 0.69 	gb3: 1.25 	gb4: 3.11 	gb5: 2.29
			Robot 11 	f: -7413.15 	mf: -8671.00 	ga0: 0.50 	ga1: 5.07 	ga2: 0.37 	ga3: 0.00 	ga4: 0.00 	gb0: 0.37 	gb1: 0.68 	gb2: 0.41 	gb3: 2.06 	gb4: 2.73 	gb5: 1.74
			Robot 12 	f: -22746.38 	mf: -17243.00 	ga0: 1.00 	ga1: 5.41 	ga2: 0.32 	ga3: 0.49 	ga4: 0.00 	gb0: 0.37 	gb1: 0.30 	gb2: 0.50 	gb3: 3.45 	gb4: 2.26 	gb5: 3.49
			Robot 13 	f: -7389.13 	mf: -12426.50 	ga0: 1.00 	ga1: 2.60 	ga2: 0.32 	ga3: 0.14 	ga4: 0.00 	gb0: 0.24 	gb1: 0.71 	gb2: 0.33 	gb3: 2.60 	gb4: 2.26 	gb5: 2.05
			Robot 14 	f: -19243.81 	mf: -19158.00 	ga0: 1.00 	ga1: 5.78 	ga2: 0.32 	ga3: 0.00 	ga4: 0.10 	gb0: 0.41 	gb1: 0.44 	gb2: 0.78 	gb3: 2.16 	gb4: 3.04 	gb5: 3.79
			Robot 15 	f: 8429.21 	mf: -1099.50 	ga0: 1.00 	ga1: 4.56 	ga2: 0.46 	ga3: 0.14 	ga4: 0.00 	gb0: 0.48 	gb1: 0.56 	gb2: 0.75 	gb3: 1.74 	gb4: 1.98 	gb5: 2.27
			Robot 16 	f: -6887.27 	mf: -11873.00 	ga0: 1.00 	ga1: 5.91 	ga2: 0.63 	ga3: 0.00 	ga4: 0.09 	gb0: 0.26 	gb1: 0.48 	gb2: 0.42 	gb3: 0.92 	gb4: 0.70 	gb5: 1.76
			Robot 17 	f: -18296.27 	mf: -14049.00 	ga0: 1.00 	ga1: 5.30 	ga2: 0.36 	ga3: 0.00 	ga4: 0.00 	gb0: 0.18 	gb1: 0.25 	gb2: 0.56 	gb3: 2.25 	gb4: 1.80 	gb5: 1.92
			Robot 18 	f: -9448.42 	mf: -7168.50 	ga0: 1.00 	ga1: 5.49 	ga2: 0.27 	ga3: 0.00 	ga4: 0.00 	gb0: 0.35 	gb1: 0.59 	gb2: 0.71 	gb3: 1.76 	gb4: 1.98 	gb5: 3.44
			Robot 19 	f: -4523.06 	mf: -12247.50 	ga0: 1.00 	ga1: 5.57 	ga2: 0.33 	ga3: 0.03 	ga4: 0.00 	gb0: 0.49 	gb1: 0.55 	gb2: 0.36 	gb3: 2.87 	gb4: 1.29 	gb5: 3.24
		Population 2
			Robot 0 	f: -7929.41 	mf: -10134.67 	ga0: 1.00 	ga1: 4.94 	ga2: 0.39 	ga3: 0.09 	ga4: 0.00 	gb0: 0.68 	gb1: 0.36 	gb2: 0.79 	gb3: 1.19 	gb4: 2.71 	gb5: 2.21
			Robot 1 	f: 3630.20 	mf: 783.33 	ga0: 1.00 	ga1: 4.93 	ga2: 0.46 	ga3: 0.09 	ga4: 0.00 	gb0: 0.52 	gb1: 0.44 	gb2: 0.46 	gb3: 2.94 	gb4: 1.34 	gb5: 3.39
			Robot 2 	f: -10467.04 	mf: -9882.33 	ga0: 1.00 	ga1: 4.96 	ga2: 0.35 	ga3: 0.10 	ga4: 0.38 	gb0: 0.73 	gb1: 0.37 	gb2: 0.47 	gb3: 1.86 	gb4: 2.24 	gb5: 2.30
			Robot 3 	f: 4476.45 	mf: -4678.00 	ga0: 0.50 	ga1: 4.49 	ga2: 0.48 	ga3: 0.09 	ga4: 0.01 	gb0: 0.33 	gb1: 0.33 	gb2: 0.73 	gb3: 1.69 	gb4: 2.47 	gb5: 2.52
			Robot 4 	f: -4393.28 	mf: -10068.67 	ga0: 1.00 	ga1: 4.73 	ga2: 0.42 	ga3: 0.09 	ga4: 0.00 	gb0: 0.42 	gb1: 0.42 	gb2: 0.58 	gb3: 3.16 	gb4: 1.50 	gb5: 2.33
			Robot 5 	f: -5712.75 	mf: -5403.00 	ga0: 0.96 	ga1: 5.39 	ga2: 0.42 	ga3: 0.09 	ga4: 0.02 	gb0: 0.43 	gb1: 0.75 	gb2: 0.47 	gb3: 1.36 	gb4: 2.89 	gb5: 1.70
			Robot 6 	f: -10608.91 	mf: -8580.33 	ga0: 1.00 	ga1: 4.79 	ga2: 0.42 	ga3: 0.20 	ga4: 0.00 	gb0: 0.65 	gb1: 0.57 	gb2: 0.65 	gb3: 2.96 	gb4: 2.09 	gb5: 2.24
			Robot 7 	f: -5614.24 	mf: -8200.33 	ga0: 1.00 	ga1: 4.76 	ga2: 0.66 	ga3: 0.17 	ga4: 0.10 	gb0: 0.23 	gb1: 0.51 	gb2: 0.76 	gb3: 2.35 	gb4: 2.88 	gb5: 2.40
			Robot 8 	f: -3081.99 	mf: -6056.67 	ga0: 1.00 	ga1: 4.87 	ga2: 0.42 	ga3: 0.09 	ga4: 0.00 	gb0: 0.75 	gb1: 0.30 	gb2: 0.60 	gb3: 1.55 	gb4: 2.56 	gb5: 2.80
			Robot 9 	f: -11813.72 	mf: -14548.67 	ga0: 1.00 	ga1: 4.81 	ga2: 0.42 	ga3: 0.10 	ga4: 0.02 	gb0: 0.73 	gb1: 0.69 	gb2: 0.68 	gb3: 2.29 	gb4: 1.49 	gb5: 1.70
			Robot 10 	f: -10990.21 	mf: -6857.67 	ga0: 0.96 	ga1: 5.27 	ga2: 0.42 	ga3: 0.20 	ga4: 0.00 	gb0: 0.66 	gb1: 0.62 	gb2: 0.68 	gb3: 2.95 	gb4: 2.49 	gb5: 3.22
			Robot 11 	f: 670.47 	mf: -5557.33 	ga0: 0.85 	ga1: 4.71 	ga2: 0.43 	ga3: 0.09 	ga4: 0.00 	gb0: 0.49 	gb1: 0.58 	gb2: 0.61 	gb3: 2.37 	gb4: 2.74 	gb5: 1.48
			Robot 12 	f: -5930.13 	mf: -13472.00 	ga0: 0.50 	ga1: 2.41 	ga2: 0.42 	ga3: 0.24 	ga4: 0.00 	gb0: 0.50 	gb1: 0.55 	gb2: 0.62 	gb3: 2.91 	gb4: 2.89 	gb5: 2.86
			Robot 13 	f: -6457.52 	mf: -10436.67 	ga0: 1.00 	ga1: 3.97 	ga2: 0.42 	ga3: 0.25 	ga4: 0.00 	gb0: 0.61 	gb1: 0.33 	gb2: 0.59 	gb3: 3.40 	gb4: 1.88 	gb5: 2.72
			Robot 14 	f: -7595.27 	mf: -15303.67 	ga0: 1.00 	ga1: 4.93 	ga2: 0.42 	ga3: 0.09 	ga4: 0.03 	gb0: 0.32 	gb1: 0.47 	gb2: 0.72 	gb3: 2.61 	gb4: 2.41 	gb5: 2.66
			Robot 15 	f: 5248.38 	mf: 1016.00 	ga0: 1.00 	ga1: 4.56 	ga2: 0.46 	ga3: 0.14 	ga4: 0.00 	gb0: 0.48 	gb1: 0.56 	gb2: 0.75 	gb3: 1.74 	gb4: 1.98 	gb5: 2.27
			Robot 16 	f: 6078.42 	mf: -5889.33 	ga0: 1.00 	ga1: 5.91 	ga2: 0.63 	ga3: 0.00 	ga4: 0.09 	gb0: 0.26 	gb1: 0.48 	gb2: 0.42 	gb3: 0.92 	gb4: 0.70 	gb5: 1.76
			Robot 17 	f: -2824.01 	mf: -10307.33 	ga0: 1.00 	ga1: 4.78 	ga2: 0.43 	ga3: 0.09 	ga4: 0.00 	gb0: 0.58 	gb1: 0.28 	gb2: 0.77 	gb3: 3.34 	gb4: 1.78 	gb5: 1.64
			Robot 18 	f: -5040.58 	mf: -6459.00 	ga0: 1.00 	ga1: 4.84 	ga2: 0.32 	ga3: 0.09 	ga4: 0.00 	gb0: 0.24 	gb1: 0.68 	gb2: 0.56 	gb3: 1.82 	gb4: 1.28 	gb5: 2.66
			Robot 19 	f: -4175.11 	mf: -9556.67 	ga0: 1.00 	ga1: 4.86 	ga2: 0.42 	ga3: 0.10 	ga4: 0.00 	gb0: 0.57 	gb1: 0.75 	gb2: 0.32 	gb3: 1.95 	gb4: 2.46 	gb5: 1.47
		Population 3
			Robot 0 	f: -1450.97 	mf: -7963.50 	ga0: 1.00 	ga1: 4.67 	ga2: 0.43 	ga3: 0.12 	ga4: 0.00 	gb0: 0.35 	gb1: 0.54 	gb2: 0.53 	gb3: 2.27 	gb4: 1.33 	gb5: 3.02
			Robot 1 	f: 4683.76 	mf: 1758.25 	ga0: 1.00 	ga1: 4.67 	ga2: 0.46 	ga3: 0.12 	ga4: 0.00 	gb0: 0.30 	gb1: 0.47 	gb2: 0.55 	gb3: 1.54 	gb4: 1.24 	gb5: 3.31
			Robot 2 	f: -3500.61 	mf: -8286.75 	ga0: 1.00 	ga1: 4.68 	ga2: 0.42 	ga3: 0.12 	ga4: 0.11 	gb0: 0.48 	gb1: 0.48 	gb2: 0.62 	gb3: 1.53 	gb4: 2.38 	gb5: 2.16
			Robot 3 	f: 8517.57 	mf: -1379.50 	ga0: 0.50 	ga1: 4.49 	ga2: 0.48 	ga3: 0.09 	ga4: 0.01 	gb0: 0.33 	gb1: 0.33 	gb2: 0.73 	gb3: 1.69 	gb4: 2.47 	gb5: 2.52
			Robot 4 	f: 7557.79 	mf: -5662.50 	ga0: 1.00 	ga1: 4.73 	ga2: 0.42 	ga3: 0.09 	ga4: 0.00 	gb0: 0.42 	gb1: 0.42 	gb2: 0.58 	gb3: 3.16 	gb4: 1.50 	gb5: 2.33
			Robot 5 	f: 4385.78 	mf: -2956.25 	ga0: 0.99 	ga1: 6.90 	ga2: 0.36 	ga3: 0.12 	ga4: 0.37 	gb0: 0.24 	gb1: 0.50 	gb2: 0.71 	gb3: 2.23 	gb4: 1.96 	gb5: 3.18
			Robot 6 	f: 8168.13 	mf: -4393.25 	ga0: 1.00 	ga1: 4.79 	ga2: 0.42 	ga3: 0.20 	ga4: 0.00 	gb0: 0.65 	gb1: 0.57 	gb2: 0.65 	gb3: 2.96 	gb4: 2.09 	gb5: 2.24
			Robot 7 	f: 862.48 	mf: -5934.75 	ga0: 1.00 	ga1: 3.31 	ga2: 0.52 	ga3: 0.14 	ga4: 0.03 	gb0: 0.66 	gb1: 0.57 	gb2: 0.68 	gb3: 2.77 	gb4: 2.24 	gb5: 3.15
			Robot 8 	f: 8502.93 	mf: -2417.50 	ga0: 1.00 	ga1: 4.87 	ga2: 0.42 	ga3: 0.09 	ga4: 0.00 	gb0: 0.75 	gb1: 0.30 	gb2: 0.60 	gb3: 1.55 	gb4: 2.56 	gb5: 2.80
			Robot 9 	f: 4389.72 	mf: -9814.25 	ga0: 1.00 	ga1: 4.63 	ga2: 0.44 	ga3: 0.13 	ga4: 0.01 	gb0: 0.39 	gb1: 0.30 	gb2: 0.74 	gb3: 1.12 	gb4: 3.06 	gb5: 2.53
			Robot 10 	f: 7036.26 	mf: -3384.25 	ga0: 0.96 	ga1: 5.27 	ga2: 0.42 	ga3: 0.20 	ga4: 0.00 	gb0: 0.66 	gb1: 0.62 	gb2: 0.68 	gb3: 2.95 	gb4: 2.49 	gb5: 3.22
			Robot 11 	f: 7895.13 	mf: -2194.50 	ga0: 0.85 	ga1: 4.71 	ga2: 0.43 	ga3: 0.09 	ga4: 0.00 	gb0: 0.49 	gb1: 0.58 	gb2: 0.61 	gb3: 2.37 	gb4: 2.74 	gb5: 1.48
			Robot 12 	f: 8022.88 	mf: -8098.75 	ga0: 0.50 	ga1: 2.41 	ga2: 0.42 	ga3: 0.24 	ga4: 0.00 	gb0: 0.50 	gb1: 0.55 	gb2: 0.62 	gb3: 2.91 	gb4: 2.89 	gb5: 2.86
			Robot 13 	f: 3377.88 	mf: -6983.25 	ga0: 1.00 	ga1: 4.38 	ga2: 0.44 	ga3: 0.17 	ga4: 0.00 	gb0: 0.69 	gb1: 0.50 	gb2: 0.39 	gb3: 2.77 	gb4: 2.27 	gb5: 2.86
			Robot 14 	f: 7872.43 	mf: -9510.00 	ga0: 1.00 	ga1: 4.93 	ga2: 0.42 	ga3: 0.09 	ga4: 0.03 	gb0: 0.32 	gb1: 0.47 	gb2: 0.72 	gb3: 2.61 	gb4: 2.41 	gb5: 2.66
			Robot 15 	f: 6873.48 	mf: 2480.25 	ga0: 1.00 	ga1: 4.56 	ga2: 0.46 	ga3: 0.14 	ga4: 0.00 	gb0: 0.48 	gb1: 0.56 	gb2: 0.75 	gb3: 1.74 	gb4: 1.98 	gb5: 2.27
			Robot 16 	f: 5514.06 	mf: -3038.75 	ga0: 1.00 	ga1: 4.97 	ga2: 0.61 	ga3: 0.09 	ga4: 0.03 	gb0: 0.63 	gb1: 0.36 	gb2: 0.66 	gb3: 1.97 	gb4: 2.05 	gb5: 2.29
			Robot 17 	f: 2422.48 	mf: -7125.00 	ga0: 1.00 	ga1: 4.63 	ga2: 0.45 	ga3: 0.12 	ga4: 0.00 	gb0: 0.54 	gb1: 0.27 	gb2: 0.44 	gb3: 2.86 	gb4: 1.77 	gb5: 1.35
			Robot 18 	f: -1550.76 	mf: -5231.75 	ga0: 1.00 	ga1: 4.64 	ga2: 0.41 	ga3: 0.12 	ga4: 0.00 	gb0: 0.35 	gb1: 0.78 	gb2: 0.76 	gb3: 1.93 	gb4: 1.55 	gb5: 1.40
			Robot 19 	f: 7277.95 	mf: -5348.50 	ga0: 1.00 	ga1: 4.86 	ga2: 0.42 	ga3: 0.10 	ga4: 0.00 	gb0: 0.57 	gb1: 0.75 	gb2: 0.32 	gb3: 1.95 	gb4: 2.46 	gb5: 1.47
		Population 4
			Robot 0 	f: 4318.28 	mf: -5507.40 	ga0: 0.50 	ga1: 4.59 	ga2: 0.45 	ga3: 0.13 	ga4: 0.47 	gb0: 0.26 	gb1: 0.41 	gb2: 0.80 	gb3: 1.30 	gb4: 1.43 	gb5: 3.48
			Robot 1 	f: 5141.57 	mf: 2434.80 	ga0: 1.00 	ga1: 5.30 	ga2: 0.46 	ga3: 0.14 	ga4: 0.00 	gb0: 0.57 	gb1: 0.71 	gb2: 0.84 	gb3: 1.58 	gb4: 3.16 	gb5: 1.99
			Robot 2 	f: 5000.14 	mf: -5629.60 	ga0: 1.00 	ga1: 4.60 	ga2: 0.45 	ga3: 0.13 	ga4: 0.03 	gb0: 0.52 	gb1: 0.63 	gb2: 0.77 	gb3: 0.87 	gb4: 1.52 	gb5: 1.36
			Robot 3 	f: 7318.64 	mf: 359.80 	ga0: 0.50 	ga1: 4.49 	ga2: 0.48 	ga3: 0.09 	ga4: 0.01 	gb0: 0.33 	gb1: 0.33 	gb2: 0.73 	gb3: 1.69 	gb4: 2.47 	gb5: 2.52
			Robot 4 	f: 5966.18 	mf: -3336.80 	ga0: 1.00 	ga1: 6.31 	ga2: 0.44 	ga3: 0.12 	ga4: 0.00 	gb0: 0.45 	gb1: 0.34 	gb2: 0.35 	gb3: 1.63 	gb4: 2.77 	gb5: 3.50
			Robot 5 	f: -6695.81 	mf: -3703.60 	ga0: 1.00 	ga1: 4.63 	ga2: 0.43 	ga3: 0.13 	ga4: 0.11 	gb0: 0.31 	gb1: 0.49 	gb2: 0.58 	gb3: 3.18 	gb4: 1.40 	gb5: 3.11
			Robot 6 	f: 3228.08 	mf: -2869.20 	ga0: 1.00 	ga1: 4.63 	ga2: 0.44 	ga3: 0.57 	ga4: 0.00 	gb0: 0.31 	gb1: 0.54 	gb2: 0.56 	gb3: 1.24 	gb4: 2.49 	gb5: 1.45
			Robot 7 	f: -219.72 	mf: -4791.60 	ga0: 1.00 	ga1: 4.19 	ga2: 0.47 	ga3: 0.14 	ga4: 0.01 	gb0: 0.27 	gb1: 0.53 	gb2: 0.49 	gb3: 1.29 	gb4: 1.76 	gb5: 3.71
			Robot 8 	f: 6771.70 	mf: -579.80 	ga0: 1.00 	ga1: 4.87 	ga2: 0.42 	ga3: 0.09 	ga4: 0.00 	gb0: 0.75 	gb1: 0.30 	gb2: 0.60 	gb3: 1.55 	gb4: 2.56 	gb5: 2.80
			Robot 9 	f: 5253.40 	mf: -6800.80 	ga0: 0.50 	ga1: 4.58 	ga2: 0.45 	ga3: 0.13 	ga4: 0.00 	gb0: 0.38 	gb1: 0.50 	gb2: 0.82 	gb3: 2.89 	gb4: 1.37 	gb5: 1.42
			Robot 10 	f: 6188.21 	mf: -1470.20 	ga0: 0.99 	ga1: 4.77 	ga2: 0.44 	ga3: 0.15 	ga4: 0.47 	gb0: 0.60 	gb1: 0.47 	gb2: 0.73 	gb3: 3.34 	gb4: 3.39 	gb5: 2.03
			Robot 11 	f: 5139.54 	mf: -727.80 	ga0: 0.96 	ga1: 4.61 	ga2: 0.64 	ga3: 0.12 	ga4: 0.00 	gb0: 0.37 	gb1: 0.67 	gb2: 0.81 	gb3: 1.91 	gb4: 1.99 	gb5: 3.13
			Robot 12 	f: 6222.31 	mf: -5234.60 	ga0: 0.50 	ga1: 2.41 	ga2: 0.42 	ga3: 0.24 	ga4: 0.00 	gb0: 0.50 	gb1: 0.55 	gb2: 0.62 	gb3: 2.91 	gb4: 2.89 	gb5: 2.86
			Robot 13 	f: 4291.67 	mf: -4728.60 	ga0: 1.00 	ga1: 4.51 	ga2: 0.45 	ga3: 0.15 	ga4: 0.00 	gb0: 0.62 	gb1: 0.72 	gb2: 0.33 	gb3: 2.78 	gb4: 2.03 	gb5: 3.58
			Robot 14 	f: 6127.74 	mf: -6382.60 	ga0: 1.00 	ga1: 4.67 	ga2: 0.44 	ga3: 0.12 	ga4: 0.25 	gb0: 0.60 	gb1: 0.61 	gb2: 0.42 	gb3: 2.72 	gb4: 2.17 	gb5: 2.92
			Robot 15 	f: 6192.47 	mf: 3222.60 	ga0: 1.00 	ga1: 4.56 	ga2: 0.46 	ga3: 0.14 	ga4: 0.00 	gb0: 0.48 	gb1: 0.56 	gb2: 0.75 	gb3: 1.74 	gb4: 1.98 	gb5: 2.27
			Robot 16 	f: 5323.10 	mf: -1366.40 	ga0: 0.50 	ga1: 4.68 	ga2: 0.50 	ga3: 0.36 	ga4: 0.01 	gb0: 0.70 	gb1: 0.57 	gb2: 0.77 	gb3: 1.97 	gb4: 2.78 	gb5: 3.45
			Robot 17 	f: 7931.68 	mf: -4114.00 	ga0: 1.00 	ga1: 4.63 	ga2: 0.45 	ga3: 0.12 	ga4: 0.00 	gb0: 0.54 	gb1: 0.27 	gb2: 0.44 	gb3: 2.86 	gb4: 1.77 	gb5: 1.35
			Robot 18 	f: 7033.73 	mf: -2779.20 	ga0: 1.00 	ga1: 4.64 	ga2: 0.41 	ga3: 0.12 	ga4: 0.00 	gb0: 0.35 	gb1: 0.78 	gb2: 0.76 	gb3: 1.93 	gb4: 1.55 	gb5: 1.40
