QtdRobots: 15
QtdEnvironments: 10
QtdRepetitions: 10
QtdObstacles: 120
PointsCollision: -1000
PointsMoving: 10
MaxPopulation: 150
MaxTime: 1000
EnvMutationRate: 0.2
QtdSensors: 3
EnableSensor: 0.7

Environment 0	 h: 3	 mr: 0.2	 nc: 0.3	 nm: 0.5	 bmp: 1	 cc: 0
	Repetition 0
		Population 0
			Robot 0 	f: -956.39 	mf: -956.00 	ga0: 1.00 	ga1: 9.80 	ga2: 0.00 	ga3: 0.00 	ga4: 0.22 	gb0: 0.68 	gb1: 0.34 	gb2: 0.35 	gb3: 1.54 	gb4: 3.04 	gb5: 2.42
			Robot 12 	f: -305.77 	mf: -305.00 	ga0: 1.00 	ga1: 8.27 	ga2: 0.00 	ga3: 0.36 	ga4: 0.00 	gb0: 0.60 	gb1: 0.49 	gb2: 0.23 	gb3: 0.95 	gb4: 3.97 	gb5: 3.72
			Robot 13 	f: -407.94 	mf: -407.00 	ga0: 1.00 	ga1: 7.43 	ga2: 0.00 	ga3: 0.23 	ga4: 0.00 	gb0: 0.25 	gb1: 0.64 	gb2: 0.45 	gb3: 1.64 	gb4: 3.87 	gb5: 3.48
			Robot 14 	f: -456.95 	mf: -456.00 	ga0: 1.00 	ga1: 6.32 	ga2: 0.06 	ga3: 0.00 	ga4: 0.26 	gb0: 0.31 	gb1: 0.53 	gb2: 0.53 	gb3: 1.38 	gb4: 4.44 	gb5: 2.67
		Population 1
			Robot 0 	f: -861.31 	mf: -908.50 	ga0: 1.00 	ga1: 6.11 	ga2: 0.25 	ga3: 0.00 	ga4: 0.45 	gb0: 0.52 	gb1: 0.54 	gb2: 0.49 	gb3: 3.41 	gb4: 2.52 	gb5: 3.35
			Robot 1 	f: 179.10 	mf: -195.50 	ga0: 1.00 	ga1: 5.77 	ga2: 0.00 	ga3: 0.00 	ga4: 0.14 	gb0: 0.42 	gb1: 0.79 	gb2: 0.27 	gb3: 3.60 	gb4: 2.38 	gb5: 1.50
			Robot 2 	f: -756.25 	mf: -119.50 	ga0: 1.00 	ga1: 6.11 	ga2: 0.45 	ga3: 0.00 	ga4: 0.00 	gb0: 0.61 	gb1: 0.69 	gb2: 0.31 	gb3: 1.12 	gb4: 3.83 	gb5: 2.96
			Robot 3 	f: -94.90 	mf: -783.00 	ga0: 1.00 	ga1: 5.45 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.46 	gb1: 0.52 	gb2: 0.41 	gb3: 1.98 	gb4: 3.38 	gb5: 3.70
			Robot 4 	f: 376.12 	mf: 212.00 	ga0: 1.00 	ga1: 4.53 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.39 	gb1: 0.75 	gb2: 0.40 	gb3: 2.43 	gb4: 3.61 	gb5: 3.10
			Robot 5 	f: -240.27 	mf: -474.00 	ga0: 1.00 	ga1: 4.01 	ga2: 0.13 	ga3: 0.10 	ga4: 0.00 	gb0: 0.66 	gb1: 0.76 	gb2: 0.62 	gb3: 3.02 	gb4: 3.95 	gb5: 1.74
			Robot 6 	f: -242.78 	mf: -815.00 	ga0: 1.00 	ga1: 3.43 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.68 	gb1: 0.59 	gb2: 0.63 	gb3: 2.12 	gb4: 3.30 	gb5: 3.55
			Robot 7 	f: -1236.89 	mf: -981.50 	ga0: 1.00 	ga1: 5.22 	ga2: 0.00 	ga3: 0.00 	ga4: 0.02 	gb0: 0.31 	gb1: 0.78 	gb2: 0.27 	gb3: 2.81 	gb4: 2.17 	gb5: 1.92
			Robot 8 	f: -404.17 	mf: -266.00 	ga0: 0.85 	ga1: 5.85 	ga2: 0.12 	ga3: 0.02 	ga4: 0.00 	gb0: 0.51 	gb1: 0.54 	gb2: 0.32 	gb3: 2.40 	gb4: 2.77 	gb5: 1.88
			Robot 9 	f: -759.63 	mf: -369.50 	ga0: 1.00 	ga1: 3.43 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.50 	gb1: 0.81 	gb2: 0.24 	gb3: 1.90 	gb4: 1.97 	gb5: 2.63
			Robot 10 	f: -300.85 	mf: -570.00 	ga0: 1.00 	ga1: 5.40 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.39 	gb1: 0.57 	gb2: 0.35 	gb3: 1.58 	gb4: 2.74 	gb5: 2.18
			Robot 11 	f: -695.99 	mf: -719.00 	ga0: 1.00 	ga1: 5.85 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.57 	gb1: 0.85 	gb2: 0.66 	gb3: 2.31 	gb4: 3.50 	gb5: 2.28
			Robot 12 	f: -1017.36 	mf: -661.00 	ga0: 1.00 	ga1: 5.66 	ga2: 0.10 	ga3: 0.11 	ga4: 0.00 	gb0: 0.44 	gb1: 0.79 	gb2: 0.55 	gb3: 2.41 	gb4: 2.48 	gb5: 2.97
			Robot 13 	f: -123.50 	mf: -265.00 	ga0: 1.00 	ga1: 5.40 	ga2: 0.00 	ga3: 0.05 	ga4: 0.00 	gb0: 0.46 	gb1: 0.46 	gb2: 0.54 	gb3: 3.53 	gb4: 1.89 	gb5: 3.06
			Robot 14 	f: -703.38 	mf: -579.50 	ga0: 1.00 	ga1: 5.07 	ga2: 0.02 	ga3: 0.00 	ga4: 0.08 	gb0: 0.63 	gb1: 0.38 	gb2: 0.24 	gb3: 2.76 	gb4: 4.00 	gb5: 2.36
		Population 2
			Robot 0 	f: 367.12 	mf: -483.33 	ga0: 1.00 	ga1: 5.01 	ga2: 0.08 	ga3: 0.00 	ga4: 0.13 	gb0: 0.62 	gb1: 0.78 	gb2: 0.35 	gb3: 1.95 	gb4: 3.79 	gb5: 2.55
			Robot 1 	f: -106.56 	mf: -165.67 	ga0: 1.00 	ga1: 4.91 	ga2: 0.00 	ga3: 0.00 	ga4: 0.04 	gb0: 0.35 	gb1: 0.43 	gb2: 0.26 	gb3: 1.45 	gb4: 3.59 	gb5: 1.61
			Robot 2 	f: -142.85 	mf: -127.00 	ga0: 1.00 	ga1: 5.01 	ga2: 0.14 	ga3: 0.00 	ga4: 0.43 	gb0: 0.60 	gb1: 0.72 	gb2: 0.24 	gb3: 1.98 	gb4: 2.39 	gb5: 3.04
			Robot 3 	f: -8.01 	mf: -524.67 	ga0: 1.00 	ga1: 4.81 	ga2: 0.00 	ga3: 0.31 	ga4: 0.00 	gb0: 0.52 	gb1: 0.36 	gb2: 0.26 	gb3: 1.91 	gb4: 2.92 	gb5: 3.37
			Robot 4 	f: 397.20 	mf: 273.67 	ga0: 1.00 	ga1: 4.53 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.39 	gb1: 0.75 	gb2: 0.40 	gb3: 2.43 	gb4: 3.61 	gb5: 3.10
			Robot 5 	f: -484.09 	mf: -477.33 	ga0: 1.00 	ga1: 4.38 	ga2: 0.04 	ga3: 0.03 	ga4: 0.00 	gb0: 0.61 	gb1: 0.54 	gb2: 0.39 	gb3: 2.49 	gb4: 3.85 	gb5: 3.57
			Robot 6 	f: 126.23 	mf: -501.33 	ga0: 1.00 	ga1: 4.20 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.55 	gb1: 0.47 	gb2: 0.24 	gb3: 2.43 	gb4: 1.83 	gb5: 3.84
			Robot 7 	f: -34.44 	mf: -665.67 	ga0: 1.00 	ga1: 4.74 	ga2: 0.00 	ga3: 0.00 	ga4: 0.01 	gb0: 0.35 	gb1: 0.58 	gb2: 0.27 	gb3: 3.17 	gb4: 2.97 	gb5: 1.42
			Robot 8 	f: 98.18 	mf: -144.67 	ga0: 0.96 	ga1: 4.93 	ga2: 0.03 	ga3: 0.01 	ga4: 0.00 	gb0: 0.36 	gb1: 0.64 	gb2: 0.48 	gb3: 3.59 	gb4: 2.92 	gb5: 1.84
			Robot 9 	f: 23.71 	mf: -238.67 	ga0: 1.00 	ga1: 4.60 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.28 	gb1: 0.38 	gb2: 0.65 	gb3: 2.32 	gb4: 3.21 	gb5: 1.56
			Robot 10 	f: -1112.95 	mf: -750.67 	ga0: 1.00 	ga1: 2.90 	ga2: 0.44 	ga3: 0.00 	ga4: 0.00 	gb0: 0.44 	gb1: 0.50 	gb2: 0.29 	gb3: 3.06 	gb4: 2.43 	gb5: 2.82
			Robot 11 	f: -227.30 	mf: -555.00 	ga0: 1.00 	ga1: 2.47 	ga2: 0.00 	ga3: 0.44 	ga4: 0.00 	gb0: 0.34 	gb1: 0.56 	gb2: 0.29 	gb3: 3.24 	gb4: 2.21 	gb5: 1.80
			Robot 12 	f: -362.86 	mf: -561.33 	ga0: 1.00 	ga1: 4.87 	ga2: 0.23 	ga3: 0.03 	ga4: 0.00 	gb0: 0.27 	gb1: 0.87 	gb2: 0.24 	gb3: 3.48 	gb4: 1.81 	gb5: 3.77
			Robot 13 	f: -1085.88 	mf: -538.33 	ga0: 0.50 	ga1: 4.80 	ga2: 0.00 	ga3: 0.02 	ga4: 0.00 	gb0: 0.61 	gb1: 0.80 	gb2: 0.62 	gb3: 1.84 	gb4: 3.96 	gb5: 1.94
			Robot 14 	f: -281.42 	mf: -480.00 	ga0: 1.00 	ga1: 2.85 	ga2: 0.01 	ga3: 0.09 	ga4: 0.02 	gb0: 0.40 	gb1: 0.72 	gb2: 0.60 	gb3: 3.17 	gb4: 3.71 	gb5: 3.93
		Population 3
			Robot 0 	f: 87.04 	mf: -135.67 	ga0: 1.00 	ga1: 5.01 	ga2: 0.08 	ga3: 0.00 	ga4: 0.13 	gb0: 0.62 	gb1: 0.78 	gb2: 0.35 	gb3: 1.95 	gb4: 3.79 	gb5: 2.55
			Robot 1 	f: -1010.38 	mf: -312.00 	ga0: 1.00 	ga1: 4.65 	ga2: 0.00 	ga3: 0.00 	ga4: 0.01 	gb0: 0.53 	gb1: 0.41 	gb2: 0.67 	gb3: 1.31 	gb4: 2.22 	gb5: 3.40
			Robot 2 	f: -571.59 	mf: -489.67 	ga0: 1.00 	ga1: 4.84 	ga2: 0.06 	ga3: 0.00 	ga4: 0.13 	gb0: 0.63 	gb1: 0.69 	gb2: 0.46 	gb3: 3.03 	gb4: 2.04 	gb5: 2.63
			Robot 3 	f: -17.80 	mf: -39.67 	ga0: 1.00 	ga1: 4.81 	ga2: 0.00 	ga3: 0.31 	ga4: 0.00 	gb0: 0.52 	gb1: 0.36 	gb2: 0.26 	gb3: 1.91 	gb4: 2.92 	gb5: 3.37
			Robot 4 	f: -407.07 	mf: 122.33 	ga0: 1.00 	ga1: 4.53 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.39 	gb1: 0.75 	gb2: 0.40 	gb3: 2.43 	gb4: 3.61 	gb5: 3.10
			Robot 5 	f: -117.69 	mf: -280.33 	ga0: 1.00 	ga1: 4.38 	ga2: 0.04 	ga3: 0.03 	ga4: 0.00 	gb0: 0.61 	gb1: 0.54 	gb2: 0.39 	gb3: 2.49 	gb4: 3.85 	gb5: 3.57
			Robot 6 	f: 247.98 	mf: 43.33 	ga0: 1.00 	ga1: 4.20 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.55 	gb1: 0.47 	gb2: 0.24 	gb3: 2.43 	gb4: 1.83 	gb5: 3.84
			Robot 7 	f: -842.65 	mf: -704.00 	ga0: 1.00 	ga1: 6.30 	ga2: 0.00 	ga3: 0.00 	ga4: 0.47 	gb0: 0.51 	gb1: 0.77 	gb2: 0.65 	gb3: 2.11 	gb4: 1.73 	gb5: 2.10
			Robot 8 	f: 19.40 	mf: -95.67 	ga0: 0.96 	ga1: 4.93 	ga2: 0.03 	ga3: 0.01 	ga4: 0.00 	gb0: 0.36 	gb1: 0.64 	gb2: 0.48 	gb3: 3.59 	gb4: 2.92 	gb5: 1.84
			Robot 9 	f: 56.78 	mf: -226.67 	ga0: 1.00 	ga1: 4.60 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.28 	gb1: 0.38 	gb2: 0.65 	gb3: 2.32 	gb4: 3.21 	gb5: 1.56
			Robot 10 	f: 175.99 	mf: -412.33 	ga0: 1.00 	ga1: 2.90 	ga2: 0.44 	ga3: 0.00 	ga4: 0.00 	gb0: 0.44 	gb1: 0.50 	gb2: 0.29 	gb3: 3.06 	gb4: 2.43 	gb5: 2.82
			Robot 11 	f: 634.40 	mf: -96.33 	ga0: 1.00 	ga1: 2.47 	ga2: 0.00 	ga3: 0.44 	ga4: 0.00 	gb0: 0.34 	gb1: 0.56 	gb2: 0.29 	gb3: 3.24 	gb4: 2.21 	gb5: 1.80
			Robot 12 	f: -488.92 	mf: -622.33 	ga0: 1.00 	ga1: 2.32 	ga2: 0.07 	ga3: 0.01 	ga4: 0.00 	gb0: 0.49 	gb1: 0.47 	gb2: 0.39 	gb3: 3.48 	gb4: 2.24 	gb5: 3.59
			Robot 13 	f: 428.56 	mf: -260.00 	ga0: 0.50 	ga1: 4.80 	ga2: 0.00 	ga3: 0.02 	ga4: 0.00 	gb0: 0.61 	gb1: 0.80 	gb2: 0.62 	gb3: 1.84 	gb4: 3.96 	gb5: 1.94
			Robot 14 	f: -371.37 	mf: -451.67 	ga0: 1.00 	ga1: 2.85 	ga2: 0.01 	ga3: 0.09 	ga4: 0.02 	gb0: 0.40 	gb1: 0.72 	gb2: 0.60 	gb3: 3.17 	gb4: 3.71 	gb5: 3.93
		Population 4
			Robot 0 	f: -252.00 	mf: 68.00 	ga0: 1.00 	ga1: 4.44 	ga2: 0.02 	ga3: 0.00 	ga4: 0.36 	gb0: 0.60 	gb1: 0.71 	gb2: 0.45 	gb3: 1.26 	gb4: 1.97 	gb5: 4.01
			Robot 1 	f: -15.09 	mf: -377.00 	ga0: 1.00 	ga1: 4.17 	ga2: 0.00 	ga3: 0.00 	ga4: 0.18 	gb0: 0.66 	gb1: 0.39 	gb2: 0.20 	gb3: 1.43 	gb4: 2.32 	gb5: 3.30
			Robot 2 	f: 304.26 	mf: -136.33 	ga0: 1.00 	ga1: 4.84 	ga2: 0.06 	ga3: 0.00 	ga4: 0.13 	gb0: 0.63 	gb1: 0.69 	gb2: 0.46 	gb3: 3.03 	gb4: 2.04 	gb5: 2.63
			Robot 3 	f: -1116.29 	mf: -380.33 	ga0: 1.00 	ga1: 4.38 	ga2: 0.23 	ga3: 0.09 	ga4: 0.47 	gb0: 0.34 	gb1: 0.33 	gb2: 0.40 	gb3: 2.30 	gb4: 3.00 	gb5: 3.05
			Robot 4 	f: -1328.51 	mf: -445.67 	ga0: 1.00 	ga1: 4.30 	ga2: 0.00 	ga3: 0.26 	ga4: 0.00 	gb0: 0.50 	gb1: 0.35 	gb2: 0.16 	gb3: 1.74 	gb4: 1.82 	gb5: 4.00
			Robot 5 	f: -541.12 	mf: -380.67 	ga0: 1.00 	ga1: 2.13 	ga2: 0.42 	ga3: 0.01 	ga4: 0.00 	gb0: 0.77 	gb1: 0.25 	gb2: 0.54 	gb3: 2.64 	gb4: 2.52 	gb5: 2.01
			Robot 6 	f: 17.56 	mf: 130.00 	ga0: 1.00 	ga1: 4.20 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.55 	gb1: 0.47 	gb2: 0.24 	gb3: 2.43 	gb4: 1.83 	gb5: 3.84
			Robot 7 	f: 148.69 	mf: -242.67 	ga0: 1.00 	ga1: 6.30 	ga2: 0.00 	ga3: 0.00 	ga4: 0.47 	gb0: 0.51 	gb1: 0.77 	gb2: 0.65 	gb3: 2.11 	gb4: 1.73 	gb5: 2.10
			Robot 8 	f: -142.46 	mf: -7.67 	ga0: 0.99 	ga1: 4.42 	ga2: 0.01 	ga3: 0.00 	ga4: 0.00 	gb0: 0.35 	gb1: 0.40 	gb2: 0.33 	gb3: 2.72 	gb4: 1.74 	gb5: 3.06
			Robot 9 	f: -344.06 	mf: -87.67 	ga0: 1.00 	ga1: 6.66 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.60 	gb1: 0.70 	gb2: 0.43 	gb3: 2.63 	gb4: 2.51 	gb5: 2.24
			Robot 10 	f: -375.83 	mf: -437.00 	ga0: 1.00 	ga1: 3.81 	ga2: 0.13 	ga3: 0.00 	ga4: 0.25 	gb0: 0.39 	gb1: 0.52 	gb2: 0.55 	gb3: 3.35 	gb4: 3.20 	gb5: 3.56
			Robot 11 	f: -1001.47 	mf: -197.67 	ga0: 1.00 	ga1: 3.68 	ga2: 0.00 	ga3: 0.13 	ga4: 0.00 	gb0: 0.65 	gb1: 0.57 	gb2: 0.56 	gb3: 3.02 	gb4: 3.15 	gb5: 4.01
			Robot 12 	f: -298.96 	mf: -382.67 	ga0: 0.50 	ga1: 4.82 	ga2: 0.02 	ga3: 0.00 	ga4: 0.00 	gb0: 0.68 	gb1: 0.30 	gb2: 0.25 	gb3: 2.72 	gb4: 3.06 	gb5: 3.30
			Robot 13 	f: 452.56 	mf: -68.33 	ga0: 0.50 	ga1: 4.80 	ga2: 0.00 	ga3: 0.02 	ga4: 0.00 	gb0: 0.61 	gb1: 0.80 	gb2: 0.62 	gb3: 1.84 	gb4: 3.96 	gb5: 1.94
			Robot 14 	f: 61.40 	mf: -197.00 	ga0: 1.00 	ga1: 2.85 	ga2: 0.01 	ga3: 0.09 	ga4: 0.02 	gb0: 0.40 	gb1: 0.72 	gb2: 0.60 	gb3: 3.17 	gb4: 3.71 	gb5: 3.93
		Population 5
			Robot 0 	f: -174.63 	mf: -112.33 	ga0: 0.65 	ga1: 4.69 	ga2: 0.25 	ga3: 0.01 	ga4: 0.19 	gb0: 0.57 	gb1: 0.42 	gb2: 0.78 	gb3: 1.06 	gb4: 3.91 	gb5: 1.95
			Robot 1 	f: -9.32 	mf: -344.67 	ga0: 0.65 	ga1: 4.61 	ga2: 0.00 	ga3: 0.01 	ga4: 0.44 	gb0: 0.74 	gb1: 0.67 	gb2: 0.29 	gb3: 2.03 	gb4: 3.10 	gb5: 2.29
			Robot 2 	f: 284.33 	mf: 5.33 	ga0: 1.00 	ga1: 4.84 	ga2: 0.06 	ga3: 0.00 	ga4: 0.13 	gb0: 0.63 	gb1: 0.69 	gb2: 0.46 	gb3: 3.03 	gb4: 2.04 	gb5: 2.63
			Robot 3 	f: -215.67 	mf: -449.33 	ga0: 0.82 	ga1: 4.67 	ga2: 0.07 	ga3: 0.04 	ga4: 0.14 	gb0: 0.40 	gb1: 0.62 	gb2: 0.70 	gb3: 1.63 	gb4: 3.89 	gb5: 3.59
			Robot 4 	f: -257.68 	mf: -664.00 	ga0: 0.65 	ga1: 4.65 	ga2: 0.00 	ga3: 0.36 	ga4: 0.00 	gb0: 0.49 	gb1: 0.40 	gb2: 0.26 	gb3: 2.83 	gb4: 3.28 	gb5: 3.58
			Robot 5 	f: 54.08 	mf: -201.33 	ga0: 0.65 	ga1: 2.50 	ga2: 0.12 	ga3: 0.01 	ga4: 0.00 	gb0: 0.35 	gb1: 0.39 	gb2: 0.53 	gb3: 2.84 	gb4: 2.01 	gb5: 2.22
			Robot 6 	f: 82.53 	mf: 115.33 	ga0: 0.65 	ga1: 4.62 	ga2: 0.13 	ga3: 0.01 	ga4: 0.00 	gb0: 0.64 	gb1: 0.67 	gb2: 0.68 	gb3: 2.60 	gb4: 2.50 	gb5: 2.49
			Robot 7 	f: 427.09 	mf: -89.00 	ga0: 1.00 	ga1: 6.30 	ga2: 0.00 	ga3: 0.00 	ga4: 0.47 	gb0: 0.51 	gb1: 0.77 	gb2: 0.65 	gb3: 2.11 	gb4: 1.73 	gb5: 2.10
			Robot 8 	f: -3852.99 	mf: -1324.67 	ga0: 0.82 	ga1: 3.84 	ga2: 0.00 	ga3: 0.01 	ga4: 0.00 	gb0: 0.59 	gb1: 0.84 	gb2: 0.35 	gb3: 2.29 	gb4: 3.12 	gb5: 1.99
			Robot 9 	f: 509.50 	mf: 73.33 	ga0: 1.00 	ga1: 6.66 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.60 	gb1: 0.70 	gb2: 0.43 	gb3: 2.63 	gb4: 2.51 	gb5: 2.24
			Robot 10 	f: 74.32 	mf: -41.67 	ga0: 0.65 	ga1: 6.75 	ga2: 0.07 	ga3: 0.04 	ga4: 0.07 	gb0: 0.65 	gb1: 0.52 	gb2: 0.80 	gb3: 2.37 	gb4: 2.37 	gb5: 2.03
			Robot 11 	f: 385.52 	mf: 6.00 	ga0: 1.00 	ga1: 3.68 	ga2: 0.00 	ga3: 0.13 	ga4: 0.00 	gb0: 0.65 	gb1: 0.57 	gb2: 0.56 	gb3: 3.02 	gb4: 3.15 	gb5: 4.01
			Robot 12 	f: 643.00 	mf: -48.33 	ga0: 0.50 	ga1: 4.82 	ga2: 0.02 	ga3: 0.00 	ga4: 0.00 	gb0: 0.68 	gb1: 0.30 	gb2: 0.25 	gb3: 2.72 	gb4: 3.06 	gb5: 3.30
			Robot 13 	f: 190.66 	mf: 356.67 	ga0: 0.50 	ga1: 4.80 	ga2: 0.00 	ga3: 0.02 	ga4: 0.00 	gb0: 0.61 	gb1: 0.80 	gb2: 0.62 	gb3: 1.84 	gb4: 3.96 	gb5: 1.94
			Robot 14 	f: -277.33 	mf: -195.33 	ga0: 0.65 	ga1: 4.21 	ga2: 0.00 	ga3: 0.04 	ga4: 0.01 	gb0: 0.50 	gb1: 0.60 	gb2: 0.38 	gb3: 1.58 	gb4: 4.34 	gb5: 3.01
		Population 6
			Robot 0 	f: 142.75 	mf: -94.33 	ga0: 0.65 	ga1: 4.69 	ga2: 0.25 	ga3: 0.01 	ga4: 0.19 	gb0: 0.57 	gb1: 0.42 	gb2: 0.78 	gb3: 1.06 	gb4: 3.91 	gb5: 1.95
			Robot 1 	f: -436.51 	mf: -153.33 	ga0: 0.89 	ga1: 5.79 	ga2: 0.00 	ga3: 0.00 	ga4: 0.60 	gb0: 0.62 	gb1: 0.38 	gb2: 0.54 	gb3: 2.66 	gb4: 1.33 	gb5: 2.10
			Robot 2 	f: -203.59 	mf: 128.33 	ga0: 1.00 	ga1: 5.86 	ga2: 0.02 	ga3: 0.00 	ga4: 0.37 	gb0: 0.72 	gb1: 0.81 	gb2: 0.68 	gb3: 3.11 	gb4: 3.20 	gb5: 3.20
			Robot 3 	f: -498.47 	mf: -609.67 	ga0: 0.95 	ga1: 5.81 	ga2: 0.02 	ga3: 0.01 	ga4: 0.37 	gb0: 0.37 	gb1: 0.76 	gb2: 0.63 	gb3: 1.80 	gb4: 1.81 	gb5: 1.96
			Robot 4 	f: 57.70 	mf: -509.33 	ga0: 0.65 	ga1: 4.65 	ga2: 0.00 	ga3: 0.36 	ga4: 0.00 	gb0: 0.49 	gb1: 0.40 	gb2: 0.26 	gb3: 2.83 	gb4: 3.28 	gb5: 3.58
			Robot 5 	f: -1379.65 	mf: -621.67 	ga0: 0.89 	ga1: 5.16 	ga2: 0.31 	ga3: 0.00 	ga4: 0.33 	gb0: 0.64 	gb1: 0.81 	gb2: 0.66 	gb3: 3.26 	gb4: 3.07 	gb5: 2.97
			Robot 6 	f: -2995.51 	mf: -964.67 	ga0: 0.89 	ga1: 2.90 	ga2: 0.04 	ga3: 0.00 	ga4: 0.33 	gb0: 0.75 	gb1: 0.40 	gb2: 0.46 	gb3: 1.54 	gb4: 1.29 	gb5: 1.46
			Robot 7 	f: 7.09 	mf: 194.00 	ga0: 1.00 	ga1: 6.30 	ga2: 0.00 	ga3: 0.00 	ga4: 0.47 	gb0: 0.51 	gb1: 0.77 	gb2: 0.65 	gb3: 2.11 	gb4: 1.73 	gb5: 2.10
			Robot 8 	f: 611.22 	mf: -1127.67 	ga0: 0.82 	ga1: 3.84 	ga2: 0.00 	ga3: 0.01 	ga4: 0.00 	gb0: 0.59 	gb1: 0.84 	gb2: 0.35 	gb3: 2.29 	gb4: 3.12 	gb5: 1.99
			Robot 9 	f: -715.57 	mf: -183.00 	ga0: 1.00 	ga1: 6.41 	ga2: 0.43 	ga3: 0.41 	ga4: 0.33 	gb0: 0.75 	gb1: 0.47 	gb2: 0.72 	gb3: 2.91 	gb4: 1.80 	gb5: 1.09
