QtdRobots: 15
QtdEnvironments: 10
QtdRepetitions: 10
QtdObstacles: 120
PointsCollision: -1000
PointsMoving: 10
MaxPopulation: 150
MaxTime: 2000
EnvMutationRate: 0.2
QtdSensors: 3
EnableSensor: 0.7

Environment 0	 h: 1	 mr: 0.2	 nc: 0.3	 nm: 0.5	 bmp: 1	 cc: 0
	Repetition 0
		Population 0
			Robot 0 	f: -1432.13 	mf: -1432.00 	ga0: 1.00 	ga1: 9.80 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.61 	gb1: 0.78 	gb2: 0.68 	gb3: 1.01 	gb4: 3.87 	gb5: 3.39
			Robot 11 	f: -664.48 	mf: -664.00 	ga0: 1.00 	ga1: 8.87 	ga2: 0.06 	ga3: 0.00 	ga4: 0.26 	gb0: 0.64 	gb1: 0.67 	gb2: 0.39 	gb3: 1.85 	gb4: 3.85 	gb5: 3.38
			Robot 12 	f: 85.93 	mf: 85.00 	ga0: 1.00 	ga1: 8.27 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.17 	gb1: 0.81 	gb2: 0.28 	gb3: 3.32 	gb4: 2.76 	gb5: 2.29
			Robot 13 	f: -666.46 	mf: -666.00 	ga0: 0.50 	ga1: 7.43 	ga2: 0.00 	ga3: 0.31 	ga4: 0.00 	gb0: 0.31 	gb1: 0.30 	gb2: 0.24 	gb3: 2.90 	gb4: 4.29 	gb5: 3.45
			Robot 14 	f: -765.65 	mf: -765.00 	ga0: 1.00 	ga1: 5.82 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.37 	gb1: 0.59 	gb2: 0.50 	gb3: 2.43 	gb4: 2.25 	gb5: 1.35
		Population 1
			Robot 0 	f: -1469.91 	mf: -1469.00 	ga0: 1.00 	ga1: 9.00 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.49 	gb1: 0.74 	gb2: 0.39 	gb3: 2.13 	gb4: 2.05 	gb5: 2.39
			Robot 1 	f: 396.41 	mf: 396.00 	ga0: 1.00 	ga1: 8.66 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.12 	gb1: 0.59 	gb2: 0.35 	gb3: 2.90 	gb4: 3.31 	gb5: 2.85
			Robot 2 	f: 159.72 	mf: 159.00 	ga0: 1.00 	ga1: 9.00 	ga2: 0.00 	ga3: 0.34 	ga4: 0.00 	gb0: 0.17 	gb1: 0.65 	gb2: 0.30 	gb3: 2.46 	gb4: 3.58 	gb5: 2.77
			Robot 3 	f: 79.99 	mf: 79.00 	ga0: 1.00 	ga1: 8.34 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.50 	gb1: 0.48 	gb2: 0.66 	gb3: 3.67 	gb4: 2.24 	gb5: 3.70
			Robot 4 	f: -2554.49 	mf: -2554.00 	ga0: 1.00 	ga1: 8.18 	ga2: 0.00 	ga3: 0.00 	ga4: 0.46 	gb0: 0.26 	gb1: 0.74 	gb2: 0.45 	gb3: 3.00 	gb4: 2.92 	gb5: 2.51
			Robot 5 	f: -3016.84 	mf: -3016.00 	ga0: 1.00 	ga1: 8.91 	ga2: 0.00 	ga3: 0.00 	ga4: 0.04 	gb0: 0.19 	gb1: 0.45 	gb2: 0.59 	gb3: 3.03 	gb4: 3.38 	gb5: 1.94
			Robot 6 	f: -236.80 	mf: -236.00 	ga0: 1.00 	ga1: 8.49 	ga2: 0.00 	ga3: 0.38 	ga4: 0.00 	gb0: 0.13 	gb1: 0.54 	gb2: 0.28 	gb3: 1.56 	gb4: 2.70 	gb5: 2.91
			Robot 7 	f: -481.35 	mf: -481.00 	ga0: 0.50 	ga1: 8.34 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.25 	gb1: 0.72 	gb2: 0.25 	gb3: 3.08 	gb4: 3.58 	gb5: 1.61
			Robot 8 	f: -1169.39 	mf: -1169.00 	ga0: 1.00 	ga1: 8.74 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.15 	gb1: 0.66 	gb2: 0.61 	gb3: 3.38 	gb4: 3.65 	gb5: 2.72
			Robot 9 	f: -581.60 	mf: -581.00 	ga0: 0.85 	ga1: 8.60 	ga2: 0.00 	ga3: 0.14 	ga4: 0.12 	gb0: 0.26 	gb1: 0.83 	gb2: 0.35 	gb3: 3.41 	gb4: 2.73 	gb5: 3.18
			Robot 10 	f: -534.70 	mf: -534.00 	ga0: 1.00 	ga1: 8.29 	ga2: 0.14 	ga3: 0.01 	ga4: 0.00 	gb0: 0.55 	gb1: 0.78 	gb2: 0.41 	gb3: 1.31 	gb4: 2.99 	gb5: 2.92
			Robot 11 	f: -1421.88 	mf: -1421.00 	ga0: 1.00 	ga1: 8.72 	ga2: 0.02 	ga3: 0.00 	ga4: 0.08 	gb0: 0.18 	gb1: 0.47 	gb2: 0.24 	gb3: 2.35 	gb4: 3.44 	gb5: 1.71
			Robot 12 	f: -254.57 	mf: -254.00 	ga0: 1.00 	ga1: 8.54 	ga2: 0.00 	ga3: 0.23 	ga4: 0.00 	gb0: 0.27 	gb1: 0.50 	gb2: 0.37 	gb3: 2.16 	gb4: 1.64 	gb5: 1.49
			Robot 13 	f: -906.54 	mf: -906.00 	ga0: 0.85 	ga1: 8.29 	ga2: 0.00 	ga3: 0.09 	ga4: 0.00 	gb0: 0.49 	gb1: 0.44 	gb2: 0.44 	gb3: 3.57 	gb4: 3.21 	gb5: 1.94
			Robot 14 	f: -601.44 	mf: -601.00 	ga0: 1.00 	ga1: 7.81 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.39 	gb1: 0.54 	gb2: 0.52 	gb3: 3.26 	gb4: 3.23 	gb5: 3.24
		Population 2
			Robot 0 	f: -228.89 	mf: -228.00 	ga0: 1.00 	ga1: 9.00 	ga2: 0.21 	ga3: 0.24 	ga4: 0.00 	gb0: 0.37 	gb1: 0.40 	gb2: 0.46 	gb3: 2.90 	gb4: 2.65 	gb5: 2.26
			Robot 1 	f: -879.76 	mf: -879.00 	ga0: 1.00 	ga1: 8.90 	ga2: 0.00 	ga3: 0.47 	ga4: 0.00 	gb0: 0.12 	gb1: 0.54 	gb2: 0.51 	gb3: 2.76 	gb4: 3.75 	gb5: 1.72
			Robot 2 	f: 152.93 	mf: 152.00 	ga0: 1.00 	ga1: 9.00 	ga2: 0.00 	ga3: 0.34 	ga4: 0.00 	gb0: 0.17 	gb1: 0.65 	gb2: 0.30 	gb3: 2.46 	gb4: 3.58 	gb5: 2.77
			Robot 3 	f: -508.70 	mf: -508.00 	ga0: 1.00 	ga1: 8.80 	ga2: 0.00 	ga3: 0.24 	ga4: 0.08 	gb0: 0.38 	gb1: 0.37 	gb2: 0.65 	gb3: 3.73 	gb4: 3.63 	gb5: 3.71
			Robot 4 	f: -1085.35 	mf: -1085.00 	ga0: 1.00 	ga1: 8.76 	ga2: 0.19 	ga3: 0.24 	ga4: 0.14 	gb0: 0.21 	gb1: 0.38 	gb2: 0.48 	gb3: 3.61 	gb4: 3.56 	gb5: 1.76
			Robot 5 	f: -1885.82 	mf: -1885.00 	ga0: 1.00 	ga1: 8.97 	ga2: 0.00 	ga3: 0.24 	ga4: 0.01 	gb0: 0.50 	gb1: 0.73 	gb2: 0.21 	gb3: 2.63 	gb4: 2.83 	gb5: 3.61
			Robot 6 	f: -273.25 	mf: -273.00 	ga0: 1.00 	ga1: 8.85 	ga2: 0.00 	ga3: 0.35 	ga4: 0.00 	gb0: 0.26 	gb1: 0.58 	gb2: 0.19 	gb3: 2.16 	gb4: 1.98 	gb5: 3.46
			Robot 7 	f: -2031.93 	mf: -2031.00 	ga0: 0.43 	ga1: 8.80 	ga2: 0.00 	ga3: 0.24 	ga4: 0.00 	gb0: 0.52 	gb1: 0.58 	gb2: 0.56 	gb3: 1.51 	gb4: 2.21 	gb5: 3.03
			Robot 8 	f: 98.69 	mf: 98.00 	ga0: 0.50 	ga1: 8.92 	ga2: 0.00 	ga3: 0.24 	ga4: 0.00 	gb0: 0.15 	gb1: 0.78 	gb2: 0.65 	gb3: 2.34 	gb4: 3.11 	gb5: 3.32
			Robot 9 	f: -2460.49 	mf: -2460.00 	ga0: 0.96 	ga1: 8.88 	ga2: 0.00 	ga3: 0.28 	ga4: 0.32 	gb0: 0.55 	gb1: 0.71 	gb2: 0.30 	gb3: 1.51 	gb4: 3.15 	gb5: 3.73
			Robot 10 	f: 1.96 	mf: 1.00 	ga0: 1.00 	ga1: 8.79 	ga2: 0.04 	ga3: 0.24 	ga4: 0.00 	gb0: 0.36 	gb1: 0.47 	gb2: 0.58 	gb3: 1.36 	gb4: 3.32 	gb5: 3.58
			Robot 11 	f: -3012.19 	mf: -3012.00 	ga0: 1.00 	ga1: 8.92 	ga2: 0.01 	ga3: 0.24 	ga4: 0.02 	gb0: 0.56 	gb1: 0.73 	gb2: 0.47 	gb3: 2.78 	gb4: 4.22 	gb5: 3.54
			Robot 12 	f: -1690.36 	mf: -1690.00 	ga0: 1.00 	ga1: 8.86 	ga2: 0.00 	ga3: 0.31 	ga4: 0.00 	gb0: 0.37 	gb1: 0.62 	gb2: 0.31 	gb3: 1.74 	gb4: 2.94 	gb5: 3.01
			Robot 13 	f: -1181.47 	mf: -1181.00 	ga0: 0.96 	ga1: 7.89 	ga2: 0.00 	ga3: 0.27 	ga4: 0.00 	gb0: 0.27 	gb1: 0.32 	gb2: 0.19 	gb3: 1.93 	gb4: 2.95 	gb5: 1.28
			Robot 14 	f: -801.23 	mf: -801.00 	ga0: 1.00 	ga1: 8.64 	ga2: 0.00 	ga3: 0.57 	ga4: 0.00 	gb0: 0.17 	gb1: 0.57 	gb2: 0.46 	gb3: 2.70 	gb4: 3.64 	gb5: 2.41
		Population 3
			Robot 0 	f: -181.35 	mf: -181.00 	ga0: 1.00 	ga1: 8.93 	ga2: 0.53 	ga3: 0.40 	ga4: 0.00 	gb0: 0.47 	gb1: 0.54 	gb2: 0.37 	gb3: 2.86 	gb4: 4.20 	gb5: 1.11
			Robot 1 	f: 924.24 	mf: 924.00 	ga0: 1.00 	ga1: 8.90 	ga2: 0.00 	ga3: 0.47 	ga4: 0.00 	gb0: 0.12 	gb1: 0.54 	gb2: 0.51 	gb3: 2.76 	gb4: 3.75 	gb5: 1.72
			Robot 2 	f: 249.52 	mf: 249.00 	ga0: 0.50 	ga1: 8.93 	ga2: 0.00 	ga3: 0.32 	ga4: 0.00 	gb0: 0.42 	gb1: 0.71 	gb2: 0.60 	gb3: 2.26 	gb4: 4.09 	gb5: 2.75
			Robot 3 	f: -1257.06 	mf: -1257.00 	ga0: 1.00 	ga1: 8.87 	ga2: 0.00 	ga3: 0.61 	ga4: 0.02 	gb0: 0.52 	gb1: 0.42 	gb2: 0.44 	gb3: 3.74 	gb4: 2.47 	gb5: 1.96
			Robot 4 	f: 272.12 	mf: 272.00 	ga0: 1.00 	ga1: 8.86 	ga2: 0.06 	ga3: 0.40 	ga4: 0.48 	gb0: 0.32 	gb1: 0.36 	gb2: 0.71 	gb3: 1.85 	gb4: 2.06 	gb5: 1.69
			Robot 5 	f: 547.65 	mf: 547.00 	ga0: 1.00 	ga1: 8.92 	ga2: 0.00 	ga3: 0.40 	ga4: 0.00 	gb0: 0.31 	gb1: 0.30 	gb2: 0.56 	gb3: 3.72 	gb4: 2.50 	gb5: 1.67
			Robot 6 	f: 277.23 	mf: 277.00 	ga0: 0.50 	ga1: 8.88 	ga2: 0.00 	ga3: 0.43 	ga4: 0.26 	gb0: 0.52 	gb1: 0.36 	gb2: 0.23 	gb3: 1.99 	gb4: 3.61 	gb5: 1.70
			Robot 7 	f: -2133.32 	mf: -2133.00 	ga0: 0.83 	ga1: 8.94 	ga2: 0.00 	ga3: 0.40 	ga4: 0.00 	gb0: 0.32 	gb1: 0.60 	gb2: 0.59 	gb3: 3.35 	gb4: 1.85 	gb5: 2.29
			Robot 8 	f: -2890.53 	mf: -2890.00 	ga0: 0.85 	ga1: 8.91 	ga2: 0.24 	ga3: 0.40 	ga4: 0.00 	gb0: 0.34 	gb1: 0.74 	gb2: 0.36 	gb3: 3.31 	gb4: 2.13 	gb5: 2.27
			Robot 9 	f: -1711.29 	mf: -1711.00 	ga0: 0.99 	ga1: 8.89 	ga2: 0.00 	ga3: 0.47 	ga4: 0.43 	gb0: 0.31 	gb1: 0.32 	gb2: 0.55 	gb3: 1.26 	gb4: 2.66 	gb5: 3.41
			Robot 10 	f: -884.21 	mf: -884.00 	ga0: 1.00 	ga1: 8.93 	ga2: 0.01 	ga3: 0.40 	ga4: 0.00 	gb0: 0.23 	gb1: 0.41 	gb2: 0.32 	gb3: 2.54 	gb4: 2.59 	gb5: 1.23
			Robot 11 	f: -2363.41 	mf: -2363.00 	ga0: 1.00 	ga1: 6.45 	ga2: 0.00 	ga3: 0.40 	ga4: 0.01 	gb0: 0.17 	gb1: 0.45 	gb2: 0.48 	gb3: 1.70 	gb4: 3.48 	gb5: 1.55
			Robot 12 	f: 856.55 	mf: 856.00 	ga0: 1.00 	ga1: 8.89 	ga2: 0.00 	ga3: 0.42 	ga4: 0.00 	gb0: 0.37 	gb1: 0.71 	gb2: 0.68 	gb3: 1.71 	gb4: 2.10 	gb5: 2.08
			Robot 13 	f: -1083.80 	mf: -1083.00 	ga0: 0.99 	ga1: 8.60 	ga2: 0.00 	ga3: 0.41 	ga4: 0.00 	gb0: 0.54 	gb1: 0.70 	gb2: 0.66 	gb3: 1.34 	gb4: 3.07 	gb5: 2.92
			Robot 14 	f: -2613.50 	mf: -2613.00 	ga0: 1.00 	ga1: 8.82 	ga2: 0.00 	ga3: 0.50 	ga4: 0.10 	gb0: 0.07 	gb1: 0.65 	gb2: 0.53 	gb3: 2.97 	gb4: 3.61 	gb5: 1.99
		Population 4
			Robot 0 	f: -109.93 	mf: -109.00 	ga0: 1.00 	ga1: 8.96 	ga2: 0.16 	ga3: 0.52 	ga4: 0.00 	gb0: 0.54 	gb1: 0.24 	gb2: 0.67 	gb3: 2.85 	gb4: 3.75 	gb5: 2.86
			Robot 1 	f: -6859.43 	mf: -6859.00 	ga0: 1.00 	ga1: 8.92 	ga2: 0.00 	ga3: 0.42 	ga4: 0.00 	gb0: 0.39 	gb1: 0.40 	gb2: 0.31 	gb3: 1.91 	gb4: 1.76 	gb5: 3.13
			Robot 2 	f: 420.15 	mf: 420.00 	ga0: 0.43 	ga1: 4.96 	ga2: 0.00 	ga3: 0.38 	ga4: 0.00 	gb0: 0.31 	gb1: 0.23 	gb2: 0.67 	gb3: 3.69 	gb4: 3.85 	gb5: 2.46
			Robot 3 	f: -776.30 	mf: -776.00 	ga0: 1.00 	ga1: 8.91 	ga2: 0.00 	ga3: 0.46 	ga4: 0.01 	gb0: 0.47 	gb1: 0.44 	gb2: 0.74 	gb3: 3.91 	gb4: 2.46 	gb5: 1.06
			Robot 4 	f: -1874.52 	mf: -1874.00 	ga0: 1.00 	ga1: 8.90 	ga2: 0.02 	ga3: 0.40 	ga4: 0.14 	gb0: 0.39 	gb1: 0.29 	gb2: 0.55 	gb3: 2.17 	gb4: 1.58 	gb5: 2.29
			Robot 5 	f: 795.56 	mf: 795.00 	ga0: 1.00 	ga1: 8.92 	ga2: 0.00 	ga3: 0.40 	ga4: 0.00 	gb0: 0.31 	gb1: 0.30 	gb2: 0.56 	gb3: 3.72 	gb4: 2.50 	gb5: 1.67
			Robot 6 	f: -1361.13 	mf: -1361.00 	ga0: 0.43 	ga1: 8.91 	ga2: 0.00 	ga3: 0.41 	ga4: 0.08 	gb0: 0.64 	gb1: 0.37 	gb2: 0.40 	gb3: 2.80 	gb4: 2.12 	gb5: 2.05
			Robot 7 	f: -871.33 	mf: -871.00 	ga0: 0.95 	ga1: 8.46 	ga2: 0.00 	ga3: 0.40 	ga4: 0.00 	gb0: 0.53 	gb1: 0.42 	gb2: 0.39 	gb3: 3.92 	gb4: 3.30 	gb5: 2.88
			Robot 8 	f: -930.11 	mf: -930.00 	ga0: 0.96 	ga1: 8.92 	ga2: 0.07 	ga3: 0.66 	ga4: 0.00 	gb0: 0.43 	gb1: 0.44 	gb2: 0.33 	gb3: 2.12 	gb4: 3.33 	gb5: 2.86
			Robot 9 	f: -274.19 	mf: -274.00 	ga0: 1.00 	ga1: 5.46 	ga2: 0.00 	ga3: 0.32 	ga4: 0.13 	gb0: 0.33 	gb1: 0.58 	gb2: 0.44 	gb3: 2.32 	gb4: 1.75 	gb5: 3.56
			Robot 10 	f: 308.02 	mf: 308.00 	ga0: 1.00 	ga1: 8.93 	ga2: 0.07 	ga3: 0.40 	ga4: 0.00 	gb0: 0.27 	gb1: 0.66 	gb2: 0.37 	gb3: 4.12 	gb4: 1.72 	gb5: 2.91
			Robot 11 	f: -409.88 	mf: -409.00 	ga0: 1.00 	ga1: 8.18 	ga2: 0.00 	ga3: 0.28 	ga4: 0.00 	gb0: 0.18 	gb1: 0.61 	gb2: 0.59 	gb3: 2.31 	gb4: 2.88 	gb5: 2.25
			Robot 12 	f: -2147.15 	mf: -2147.00 	ga0: 1.00 	ga1: 8.91 	ga2: 0.00 	ga3: 0.41 	ga4: 0.00 	gb0: 0.27 	gb1: 0.25 	gb2: 0.74 	gb3: 3.14 	gb4: 1.30 	gb5: 1.16
			Robot 13 	f: 612.63 	mf: 612.00 	ga0: 1.00 	ga1: 8.82 	ga2: 0.00 	ga3: 0.40 	ga4: 0.33 	gb0: 0.61 	gb1: 0.37 	gb2: 0.59 	gb3: 2.37 	gb4: 1.98 	gb5: 3.34
			Robot 14 	f: -164.68 	mf: -164.00 	ga0: 1.00 	ga1: 6.45 	ga2: 0.00 	ga3: 0.43 	ga4: 0.03 	gb0: 0.52 	gb1: 0.53 	gb2: 0.32 	gb3: 3.07 	gb4: 2.87 	gb5: 1.51
		Population 5
			Robot 0 	f: -1409.30 	mf: -1409.00 	ga0: 1.00 	ga1: 6.51 	ga2: 0.05 	ga3: 0.38 	ga4: 0.09 	gb0: 0.23 	gb1: 0.25 	gb2: 0.52 	gb3: 2.89 	gb4: 2.94 	gb5: 1.81
			Robot 1 	f: -464.86 	mf: -464.00 	ga0: 1.00 	ga1: 5.25 	ga2: 0.05 	ga3: 0.35 	ga4: 0.09 	gb0: 0.19 	gb1: 0.75 	gb2: 0.64 	gb3: 2.47 	gb4: 1.11 	gb5: 1.85
			Robot 2 	f: -847.95 	mf: -847.00 	ga0: 0.82 	ga1: 5.31 	ga2: 0.00 	ga3: 0.64 	ga4: 0.09 	gb0: 0.40 	gb1: 0.68 	gb2: 0.60 	gb3: 2.86 	gb4: 1.30 	gb5: 3.83
			Robot 3 	f: -1204.81 	mf: -1204.00 	ga0: 1.00 	ga1: 6.49 	ga2: 0.00 	ga3: 0.37 	ga4: 0.09 	gb0: 0.58 	gb1: 0.46 	gb2: 0.37 	gb3: 3.64 	gb4: 1.72 	gb5: 1.65
			Robot 4 	f: -2508.04 	mf: -2508.00 	ga0: 1.00 	ga1: 6.25 	ga2: 0.00 	ga3: 0.35 	ga4: 0.13 	gb0: 0.21 	gb1: 0.59 	gb2: 0.68 	gb3: 2.11 	gb4: 1.50 	gb5: 3.26
			Robot 5 	f: 108.40 	mf: 108.00 	ga0: 1.00 	ga1: 6.50 	ga2: 0.00 	ga3: 0.35 	ga4: 0.09 	gb0: 0.39 	gb1: 0.49 	gb2: 0.41 	gb3: 1.98 	gb4: 1.98 	gb5: 3.61
			Robot 6 	f: -1514.81 	mf: -1514.00 	ga0: 0.82 	ga1: 6.49 	ga2: 0.00 	ga3: 0.35 	ga4: 0.33 	gb0: 0.66 	gb1: 0.51 	gb2: 0.69 	gb3: 1.46 	gb4: 1.18 	gb5: 2.69
			Robot 7 	f: -524.99 	mf: -524.00 	ga0: 0.98 	ga1: 6.36 	ga2: 0.00 	ga3: 0.35 	ga4: 0.09 	gb0: 0.61 	gb1: 0.38 	gb2: 0.30 	gb3: 2.22 	gb4: 2.61 	gb5: 2.89
			Robot 8 	f: -2282.34 	mf: -2282.00 	ga0: 0.98 	ga1: 6.50 	ga2: 0.02 	ga3: 0.52 	ga4: 0.09 	gb0: 0.52 	gb1: 0.46 	gb2: 0.29 	gb3: 1.87 	gb4: 2.08 	gb5: 2.47
			Robot 9 	f: 183.18 	mf: 183.00 	ga0: 1.00 	ga1: 5.46 	ga2: 0.00 	ga3: 0.32 	ga4: 0.13 	gb0: 0.33 	gb1: 0.58 	gb2: 0.44 	gb3: 2.32 	gb4: 1.75 	gb5: 3.56
			Robot 10 	f: -2049.39 	mf: -2049.00 	ga0: 0.50 	ga1: 5.25 	ga2: 0.02 	ga3: 0.35 	ga4: 0.09 	gb0: 0.27 	gb1: 0.65 	gb2: 0.44 	gb3: 1.98 	gb4: 2.19 	gb5: 2.59
			Robot 11 	f: 50.04 	mf: 50.00 	ga0: 1.00 	ga1: 6.27 	ga2: 0.00 	ga3: 0.31 	ga4: 0.09 	gb0: 0.61 	gb1: 0.44 	gb2: 0.57 	gb3: 3.59 	gb4: 1.05 	gb5: 3.49
			Robot 12 	f: -1674.20 	mf: -1674.00 	ga0: 1.00 	ga1: 6.49 	ga2: 0.09 	ga3: 0.35 	ga4: 0.09 	gb0: 0.55 	gb1: 0.60 	gb2: 0.32 	gb3: 2.69 	gb4: 3.19 	gb5: 3.22
			Robot 13 	f: -2582.72 	mf: -2582.00 	ga0: 1.00 	ga1: 6.47 	ga2: 0.00 	ga3: 0.35 	ga4: 0.19 	gb0: 0.44 	gb1: 0.58 	gb2: 0.56 	gb3: 2.37 	gb4: 2.43 	gb5: 2.82
			Robot 14 	f: -136.51 	mf: -136.00 	ga0: 1.00 	ga1: 5.75 	ga2: 0.00 	ga3: 0.36 	ga4: 0.10 	gb0: 0.43 	gb1: 0.69 	gb2: 0.41 	gb3: 2.76 	gb4: 1.56 	gb5: 3.04
		Population 6
			Robot 0 	f: -697.28 	mf: -697.00 	ga0: 0.99 	ga1: 4.70 	ga2: 0.01 	ga3: 0.36 	ga4: 0.09 	gb0: 0.61 	gb1: 0.21 	gb2: 0.44 	gb3: 3.63 	gb4: 1.50 	gb5: 3.57
			Robot 1 	f: -1976.66 	mf: -1976.00 	ga0: 0.99 	ga1: 6.03 	ga2: 0.01 	ga3: 0.35 	ga4: 0.09 	gb0: 0.45 	gb1: 0.40 	gb2: 0.20 	gb3: 2.01 	gb4: 1.18 	gb5: 1.87
			Robot 2 	f: -2827.26 	mf: -2827.00 	ga0: 0.93 	ga1: 6.04 	ga2: 0.00 	ga3: 0.43 	ga4: 0.09 	gb0: 0.47 	gb1: 0.61 	gb2: 0.58 	gb3: 2.05 	gb4: 1.77 	gb5: 3.95
			Robot 3 	f: -723.88 	mf: -723.00 	ga0: 0.99 	ga1: 6.40 	ga2: 0.00 	ga3: 0.57 	ga4: 0.09 	gb0: 0.56 	gb1: 0.24 	gb2: 0.35 	gb3: 2.84 	gb4: 2.83 	gb5: 1.39
			Robot 4 	f: -1305.34 	mf: -1305.00 	ga0: 0.99 	ga1: 6.32 	ga2: 0.11 	ga3: 0.35 	ga4: 0.10 	gb0: 0.71 	gb1: 0.71 	gb2: 0.62 	gb3: 2.02 	gb4: 1.78 	gb5: 2.83
			Robot 5 	f: -1844.36 	mf: -1844.00 	ga0: 0.99 	ga1: 6.40 	ga2: 0.00 	ga3: 0.35 	ga4: 0.09 	gb0: 0.31 	gb1: 0.62 	gb2: 0.63 	gb3: 3.49 	gb4: 1.96 	gb5: 2.67
			Robot 6 	f: -452.36 	mf: -452.00 	ga0: 0.93 	ga1: 6.40 	ga2: 0.00 	ga3: 0.46 	ga4: 0.47 	gb0: 0.55 	gb1: 0.43 	gb2: 0.70 	gb3: 2.11 	gb4: 1.71 	gb5: 3.63
			Robot 7 	f: 934.88 	mf: 934.00 	ga0: 0.98 	ga1: 6.36 	ga2: 0.00 	ga3: 0.35 	ga4: 0.09 	gb0: 0.61 	gb1: 0.38 	gb2: 0.30 	gb3: 2.22 	gb4: 2.61 	gb5: 2.89
			Robot 8 	f: -3055.82 	mf: -3055.00 	ga0: 0.99 	ga1: 6.40 	ga2: 0.01 	ga3: 0.40 	ga4: 0.09 	gb0: 0.60 	gb1: 0.57 	gb2: 0.33 	gb3: 3.04 	gb4: 2.04 	gb5: 1.68
