QtdRobots: 15
QtdEnvironments: 10
QtdRepetitions: 10
QtdObstacles: 120
PointsCollision: -1000
PointsMoving: 10
MaxPopulation: 150
MaxTime: 2000
EnvMutationRate: 0.2
QtdSensors: 3
EnableSensor: 0.7

Environment 0	 h: 2	 mr: 0.2	 nc: 0.3	 nm: 0.5	 bmp: 1	 cc: 0
	Repetition 0
		Population 0
			Robot 0 	f: -1432.13 	mf: -1432.00 	ga0: 1.00 	ga1: 9.80 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.61 	gb1: 0.78 	gb2: 0.68 	gb3: 1.01 	gb4: 3.87 	gb5: 3.39
			Robot 11 	f: -664.48 	mf: -664.00 	ga0: 1.00 	ga1: 8.87 	ga2: 0.06 	ga3: 0.00 	ga4: 0.26 	gb0: 0.64 	gb1: 0.67 	gb2: 0.39 	gb3: 1.85 	gb4: 3.85 	gb5: 3.38
			Robot 12 	f: 85.93 	mf: 85.00 	ga0: 1.00 	ga1: 8.27 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.17 	gb1: 0.81 	gb2: 0.28 	gb3: 3.32 	gb4: 2.76 	gb5: 2.29
			Robot 13 	f: -666.46 	mf: -666.00 	ga0: 0.50 	ga1: 7.43 	ga2: 0.00 	ga3: 0.31 	ga4: 0.00 	gb0: 0.31 	gb1: 0.30 	gb2: 0.24 	gb3: 2.90 	gb4: 4.29 	gb5: 3.45
			Robot 14 	f: -765.65 	mf: -765.00 	ga0: 1.00 	ga1: 5.82 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.37 	gb1: 0.59 	gb2: 0.50 	gb3: 2.43 	gb4: 2.25 	gb5: 1.35
		Population 1
			Robot 0 	f: -1469.91 	mf: -1450.50 	ga0: 1.00 	ga1: 9.80 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.54 	gb1: 0.79 	gb2: 0.38 	gb3: 1.68 	gb4: 2.61 	gb5: 2.55
			Robot 1 	f: 396.41 	mf: -276.50 	ga0: 1.00 	ga1: 8.66 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.12 	gb1: 0.59 	gb2: 0.35 	gb3: 2.90 	gb4: 3.31 	gb5: 2.85
			Robot 2 	f: 159.72 	mf: 415.50 	ga0: 1.00 	ga1: 9.80 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.27 	gb1: 0.73 	gb2: 0.30 	gb3: 1.60 	gb4: 4.92 	gb5: 3.31
			Robot 3 	f: 79.99 	mf: -1150.00 	ga0: 1.00 	ga1: 9.13 	ga2: 0.00 	ga3: 0.34 	ga4: 0.00 	gb0: 0.25 	gb1: 0.65 	gb2: 0.31 	gb3: 2.05 	gb4: 3.85 	gb5: 2.76
			Robot 4 	f: -2554.49 	mf: -1948.00 	ga0: 1.00 	ga1: 8.98 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.56 	gb1: 0.53 	gb2: 0.65 	gb3: 3.38 	gb4: 3.00 	gb5: 4.03
			Robot 5 	f: -3016.84 	mf: -1938.00 	ga0: 1.00 	ga1: 9.71 	ga2: 0.00 	ga3: 0.00 	ga4: 0.47 	gb0: 0.32 	gb1: 0.81 	gb2: 0.40 	gb3: 2.53 	gb4: 3.48 	gb5: 2.71
			Robot 6 	f: -236.80 	mf: -1185.00 	ga0: 1.00 	ga1: 9.29 	ga2: 0.00 	ga3: 0.04 	ga4: 0.00 	gb0: 0.25 	gb1: 0.52 	gb2: 0.58 	gb3: 2.29 	gb4: 3.63 	gb5: 2.04
			Robot 7 	f: -481.35 	mf: -549.50 	ga0: 1.00 	ga1: 9.13 	ga2: 0.00 	ga3: 0.35 	ga4: 0.00 	gb0: 0.19 	gb1: 0.53 	gb2: 0.30 	gb3: 1.40 	gb4: 3.53 	gb5: 3.19
			Robot 8 	f: -1169.39 	mf: -384.00 	ga0: 0.50 	ga1: 9.54 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.30 	gb1: 0.79 	gb2: 0.24 	gb3: 2.65 	gb4: 4.10 	gb5: 1.64
			Robot 9 	f: -581.60 	mf: -490.50 	ga0: 0.85 	ga1: 9.40 	ga2: 0.00 	ga3: 0.14 	ga4: 0.12 	gb0: 0.16 	gb1: 0.78 	gb2: 0.55 	gb3: 2.93 	gb4: 4.30 	gb5: 2.81
			Robot 10 	f: -534.70 	mf: -551.00 	ga0: 1.00 	ga1: 9.09 	ga2: 0.14 	ga3: 0.01 	ga4: 0.00 	gb0: 0.30 	gb1: 0.87 	gb2: 0.39 	gb3: 2.79 	gb4: 3.25 	gb5: 3.25
			Robot 11 	f: -1421.88 	mf: -1042.50 	ga0: 1.00 	ga1: 9.52 	ga2: 0.02 	ga3: 0.00 	ga4: 0.08 	gb0: 0.68 	gb1: 0.81 	gb2: 0.36 	gb3: 0.84 	gb4: 3.54 	gb5: 3.29
			Robot 12 	f: -254.57 	mf: -84.00 	ga0: 1.00 	ga1: 9.34 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.16 	gb1: 0.54 	gb2: 0.21 	gb3: 2.12 	gb4: 3.84 	gb5: 1.71
			Robot 13 	f: -906.54 	mf: -786.00 	ga0: 0.85 	ga1: 9.09 	ga2: 0.00 	ga3: 0.28 	ga4: 0.00 	gb0: 0.35 	gb1: 0.48 	gb2: 0.35 	gb3: 1.64 	gb4: 2.44 	gb5: 1.83
			Robot 14 	f: -601.44 	mf: -683.00 	ga0: 1.00 	ga1: 8.60 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.55 	gb1: 0.53 	gb2: 0.46 	gb3: 3.04 	gb4: 3.47 	gb5: 1.79
		Population 2
			Robot 0 	f: 18.13 	mf: -725.50 	ga0: 1.00 	ga1: 9.44 	ga2: 0.38 	ga3: 0.03 	ga4: 0.00 	gb0: 0.30 	gb1: 0.53 	gb2: 0.67 	gb3: 1.77 	gb4: 2.57 	gb5: 2.89
			Robot 1 	f: 107.55 	mf: 251.50 	ga0: 1.00 	ga1: 9.10 	ga2: 0.00 	ga3: 0.22 	ga4: 0.00 	gb0: 0.37 	gb1: 0.47 	gb2: 0.59 	gb3: 2.16 	gb4: 3.75 	gb5: 2.62
			Robot 2 	f: -560.98 	mf: -200.00 	ga0: 1.00 	ga1: 9.44 	ga2: 0.00 	ga3: 0.03 	ga4: 0.00 	gb0: 0.33 	gb1: 0.30 	gb2: 0.44 	gb3: 2.48 	gb4: 3.88 	gb5: 2.55
			Robot 3 	f: -197.92 	mf: -58.50 	ga0: 0.50 	ga1: 9.24 	ga2: 0.04 	ga3: 0.13 	ga4: 0.00 	gb0: 0.46 	gb1: 0.45 	gb2: 0.38 	gb3: 3.44 	gb4: 3.60 	gb5: 3.24
			Robot 4 	f: -816.59 	mf: -1685.00 	ga0: 1.00 	ga1: 9.20 	ga2: 0.00 	ga3: 0.03 	ga4: 0.41 	gb0: 0.34 	gb1: 0.72 	gb2: 0.66 	gb3: 2.03 	gb4: 1.74 	gb5: 3.15
			Robot 5 	f: -10454.79 	mf: -6735.00 	ga0: 1.00 	ga1: 9.41 	ga2: 0.37 	ga3: 0.10 	ga4: 0.14 	gb0: 0.16 	gb1: 0.45 	gb2: 0.55 	gb3: 2.16 	gb4: 3.17 	gb5: 3.00
			Robot 6 	f: 1405.34 	mf: 584.00 	ga0: 1.00 	ga1: 9.29 	ga2: 0.00 	ga3: 0.04 	ga4: 0.00 	gb0: 0.25 	gb1: 0.52 	gb2: 0.58 	gb3: 2.29 	gb4: 3.63 	gb5: 2.04
			Robot 7 	f: 665.24 	mf: 91.50 	ga0: 1.00 	ga1: 9.24 	ga2: 0.00 	ga3: 0.14 	ga4: 0.00 	gb0: 0.16 	gb1: 0.71 	gb2: 0.69 	gb3: 2.71 	gb4: 2.71 	gb5: 1.68
			Robot 8 	f: -509.18 	mf: -839.00 	ga0: 0.85 	ga1: 5.68 	ga2: 0.00 	ga3: 0.03 	ga4: 0.00 	gb0: 0.20 	gb1: 0.60 	gb2: 0.45 	gb3: 2.29 	gb4: 2.81 	gb5: 2.74
			Robot 9 	f: -4062.66 	mf: -2321.50 	ga0: 0.96 	ga1: 9.32 	ga2: 0.35 	ga3: 0.07 	ga4: 0.24 	gb0: 0.46 	gb1: 0.76 	gb2: 0.28 	gb3: 1.57 	gb4: 4.04 	gb5: 2.78
			Robot 10 	f: -2723.74 	mf: -1628.50 	ga0: 1.00 	ga1: 9.23 	ga2: 0.10 	ga3: 0.03 	ga4: 0.45 	gb0: 0.45 	gb1: 0.36 	gb2: 0.45 	gb3: 2.34 	gb4: 2.54 	gb5: 1.21
			Robot 11 	f: 1097.93 	mf: -162.00 	ga0: 1.00 	ga1: 9.36 	ga2: 0.01 	ga3: 0.03 	ga4: 0.32 	gb0: 0.48 	gb1: 0.67 	gb2: 0.68 	gb3: 3.19 	gb4: 3.72 	gb5: 2.86
			Robot 12 	f: -1078.39 	mf: -666.00 	ga0: 1.00 	ga1: 9.30 	ga2: 0.00 	ga3: 0.03 	ga4: 0.31 	gb0: 0.18 	gb1: 0.62 	gb2: 0.62 	gb3: 1.26 	gb4: 2.71 	gb5: 1.70
			Robot 13 	f: -254.43 	mf: -580.00 	ga0: 0.96 	ga1: 9.23 	ga2: 0.00 	ga3: 0.12 	ga4: 0.00 	gb0: 0.19 	gb1: 0.26 	gb2: 0.34 	gb3: 3.47 	gb4: 2.26 	gb5: 3.37
			Robot 14 	f: 940.39 	mf: 169.00 	ga0: 1.00 	ga1: 9.08 	ga2: 0.00 	ga3: 0.03 	ga4: 0.00 	gb0: 0.60 	gb1: 0.59 	gb2: 0.33 	gb3: 3.58 	gb4: 4.02 	gb5: 1.48
		Population 3
			Robot 0 	f: -375.73 	mf: -178.00 	ga0: 0.50 	ga1: 9.33 	ga2: 0.42 	ga3: 0.04 	ga4: 0.31 	gb0: 0.28 	gb1: 0.70 	gb2: 0.68 	gb3: 2.31 	gb4: 3.13 	gb5: 1.69
			Robot 1 	f: -1973.73 	mf: -932.50 	ga0: 1.00 	ga1: 9.23 	ga2: 0.16 	ga3: 0.10 	ga4: 0.00 	gb0: 0.47 	gb1: 0.74 	gb2: 0.65 	gb3: 2.55 	gb4: 2.80 	gb5: 1.78
			Robot 2 	f: 108.49 	mf: -226.00 	ga0: 0.50 	ga1: 9.33 	ga2: 0.00 	ga3: 0.04 	ga4: 0.00 	gb0: 0.28 	gb1: 0.64 	gb2: 0.58 	gb3: 2.43 	gb4: 1.93 	gb5: 1.18
			Robot 3 	f: 931.24 	mf: 366.50 	ga0: 0.50 	ga1: 9.24 	ga2: 0.04 	ga3: 0.13 	ga4: 0.00 	gb0: 0.46 	gb1: 0.45 	gb2: 0.38 	gb3: 3.44 	gb4: 3.60 	gb5: 3.24
			Robot 4 	f: 551.73 	mf: -132.50 	ga0: 0.50 	ga1: 5.63 	ga2: 0.00 	ga3: 0.04 	ga4: 0.12 	gb0: 0.29 	gb1: 0.35 	gb2: 0.34 	gb3: 1.92 	gb4: 3.61 	gb5: 2.19
			Robot 5 	f: -554.79 	mf: -5504.00 	ga0: 1.00 	ga1: 9.33 	ga2: 0.11 	ga3: 0.06 	ga4: 0.04 	gb0: 0.17 	gb1: 0.38 	gb2: 0.63 	gb3: 2.64 	gb4: 1.78 	gb5: 1.46
			Robot 6 	f: 640.45 	mf: 1022.50 	ga0: 1.00 	ga1: 9.29 	ga2: 0.00 	ga3: 0.04 	ga4: 0.00 	gb0: 0.25 	gb1: 0.52 	gb2: 0.58 	gb3: 2.29 	gb4: 3.63 	gb5: 2.04
			Robot 7 	f: 93.08 	mf: 379.00 	ga0: 1.00 	ga1: 9.27 	ga2: 0.00 	ga3: 0.07 	ga4: 0.00 	gb0: 0.16 	gb1: 0.47 	gb2: 0.34 	gb3: 3.25 	gb4: 3.14 	gb5: 1.21
			Robot 8 	f: -1472.25 	mf: -990.50 	ga0: 0.98 	ga1: 8.21 	ga2: 0.00 	ga3: 0.30 	ga4: 0.00 	gb0: 0.23 	gb1: 0.32 	gb2: 0.46 	gb3: 2.59 	gb4: 3.87 	gb5: 1.42
			Robot 9 	f: -443.02 	mf: -2252.50 	ga0: 0.49 	ga1: 9.30 	ga2: 0.11 	ga3: 0.49 	ga4: 0.07 	gb0: 0.20 	gb1: 0.70 	gb2: 0.37 	gb3: 2.18 	gb4: 4.24 	gb5: 2.80
			Robot 10 	f: -621.16 	mf: -1672.00 	ga0: 1.00 	ga1: 9.27 	ga2: 0.03 	ga3: 0.04 	ga4: 0.14 	gb0: 0.43 	gb1: 0.51 	gb2: 0.66 	gb3: 1.63 	gb4: 3.96 	gb5: 2.58
			Robot 11 	f: -1745.48 	mf: -323.50 	ga0: 1.00 	ga1: 9.31 	ga2: 0.00 	ga3: 0.04 	ga4: 0.10 	gb0: 0.32 	gb1: 0.78 	gb2: 0.44 	gb3: 2.93 	gb4: 2.25 	gb5: 2.39
			Robot 12 	f: -764.50 	mf: -921.00 	ga0: 1.00 	ga1: 9.29 	ga2: 0.00 	ga3: 0.04 	ga4: 0.09 	gb0: 0.14 	gb1: 0.63 	gb2: 0.47 	gb3: 1.95 	gb4: 2.13 	gb5: 3.04
			Robot 13 	f: -947.82 	mf: -600.50 	ga0: 0.99 	ga1: 5.14 	ga2: 0.00 	ga3: 0.07 	ga4: 0.00 	gb0: 0.33 	gb1: 0.31 	gb2: 0.29 	gb3: 2.04 	gb4: 3.38 	gb5: 1.25
			Robot 14 	f: -283.04 	mf: 328.50 	ga0: 1.00 	ga1: 9.23 	ga2: 0.00 	ga3: 0.04 	ga4: 0.11 	gb0: 0.55 	gb1: 0.58 	gb2: 0.29 	gb3: 2.35 	gb4: 2.35 	gb5: 2.94
		Population 4
			Robot 0 	f: -262.64 	mf: -318.50 	ga0: 0.50 	ga1: 9.33 	ga2: 0.42 	ga3: 0.04 	ga4: 0.31 	gb0: 0.28 	gb1: 0.70 	gb2: 0.68 	gb3: 2.31 	gb4: 3.13 	gb5: 1.69
			Robot 1 	f: -743.42 	mf: -1358.00 	ga0: 0.65 	ga1: 9.24 	ga2: 0.07 	ga3: 0.39 	ga4: 0.00 	gb0: 0.25 	gb1: 0.60 	gb2: 0.51 	gb3: 3.48 	gb4: 2.04 	gb5: 1.85
			Robot 2 	f: -293.84 	mf: -92.00 	ga0: 0.50 	ga1: 9.27 	ga2: 0.02 	ga3: 0.10 	ga4: 0.00 	gb0: 0.32 	gb1: 0.71 	gb2: 0.44 	gb3: 3.38 	gb4: 2.13 	gb5: 2.47
			Robot 3 	f: -293.72 	mf: 319.00 	ga0: 0.50 	ga1: 9.24 	ga2: 0.04 	ga3: 0.13 	ga4: 0.00 	gb0: 0.46 	gb1: 0.45 	gb2: 0.38 	gb3: 3.44 	gb4: 3.60 	gb5: 3.24
			Robot 4 	f: -447.29 	mf: 52.00 	ga0: 0.50 	ga1: 8.16 	ga2: 0.30 	ga3: 0.10 	ga4: 0.04 	gb0: 0.24 	gb1: 0.61 	gb2: 0.38 	gb3: 3.53 	gb4: 3.82 	gb5: 2.42
			Robot 5 	f: 658.28 	mf: 51.50 	ga0: 1.00 	ga1: 9.33 	ga2: 0.11 	ga3: 0.06 	ga4: 0.04 	gb0: 0.17 	gb1: 0.38 	gb2: 0.63 	gb3: 2.64 	gb4: 1.78 	gb5: 1.46
			Robot 6 	f: -1036.81 	mf: -197.50 	ga0: 0.65 	ga1: 9.26 	ga2: 0.02 	ga3: 0.10 	ga4: 0.00 	gb0: 0.32 	gb1: 0.31 	gb2: 0.70 	gb3: 2.27 	gb4: 3.27 	gb5: 1.90
			Robot 7 	f: -414.06 	mf: -160.00 	ga0: 0.82 	ga1: 6.63 	ga2: 0.02 	ga3: 0.11 	ga4: 0.00 	gb0: 0.28 	gb1: 0.51 	gb2: 0.21 	gb3: 3.31 	gb4: 2.31 	gb5: 2.08
			Robot 8 	f: 626.17 	mf: -423.00 	ga0: 0.98 	ga1: 8.21 	ga2: 0.00 	ga3: 0.30 	ga4: 0.00 	gb0: 0.23 	gb1: 0.32 	gb2: 0.46 	gb3: 2.59 	gb4: 3.87 	gb5: 1.42
			Robot 9 	f: -239.71 	mf: -341.00 	ga0: 0.49 	ga1: 9.30 	ga2: 0.11 	ga3: 0.49 	ga4: 0.07 	gb0: 0.20 	gb1: 0.70 	gb2: 0.37 	gb3: 2.18 	gb4: 4.24 	gb5: 2.80
			Robot 10 	f: 951.61 	mf: 164.50 	ga0: 1.00 	ga1: 9.27 	ga2: 0.03 	ga3: 0.04 	ga4: 0.14 	gb0: 0.43 	gb1: 0.51 	gb2: 0.66 	gb3: 1.63 	gb4: 3.96 	gb5: 2.58
			Robot 11 	f: -713.33 	mf: -1229.00 	ga0: 0.65 	ga1: 9.26 	ga2: 0.02 	ga3: 0.10 	ga4: 0.03 	gb0: 0.40 	gb1: 0.35 	gb2: 0.25 	gb3: 2.08 	gb4: 2.91 	gb5: 2.00
			Robot 12 	f: -2931.30 	mf: -1847.50 	ga0: 0.65 	ga1: 9.26 	ga2: 0.02 	ga3: 0.10 	ga4: 0.03 	gb0: 0.50 	gb1: 0.42 	gb2: 0.44 	gb3: 2.26 	gb4: 2.59 	gb5: 3.60
			Robot 13 	f: 73.88 	mf: -437.00 	ga0: 0.99 	ga1: 5.14 	ga2: 0.00 	ga3: 0.07 	ga4: 0.00 	gb0: 0.33 	gb1: 0.31 	gb2: 0.29 	gb3: 2.04 	gb4: 3.38 	gb5: 1.25
			Robot 14 	f: 95.30 	mf: -94.00 	ga0: 1.00 	ga1: 9.23 	ga2: 0.00 	ga3: 0.04 	ga4: 0.11 	gb0: 0.55 	gb1: 0.58 	gb2: 0.29 	gb3: 2.35 	gb4: 2.35 	gb5: 2.94
		Population 5
			Robot 0 	f: 327.18 	mf: 32.00 	ga0: 0.50 	ga1: 9.33 	ga2: 0.42 	ga3: 0.04 	ga4: 0.31 	gb0: 0.28 	gb1: 0.70 	gb2: 0.68 	gb3: 2.31 	gb4: 3.13 	gb5: 1.69
			Robot 1 	f: 525.69 	mf: -109.00 	ga0: 0.65 	ga1: 9.24 	ga2: 0.07 	ga3: 0.39 	ga4: 0.00 	gb0: 0.25 	gb1: 0.60 	gb2: 0.51 	gb3: 3.48 	gb4: 2.04 	gb5: 1.85
			Robot 2 	f: -140.92 	mf: -216.50 	ga0: 0.85 	ga1: 6.65 	ga2: 0.09 	ga3: 0.07 	ga4: 0.03 	gb0: 0.50 	gb1: 0.40 	gb2: 0.70 	gb3: 1.71 	gb4: 2.39 	gb5: 0.91
			Robot 3 	f: -1487.40 	mf: -890.00 	ga0: 0.85 	ga1: 9.30 	ga2: 0.09 	ga3: 0.08 	ga4: 0.03 	gb0: 0.52 	gb1: 0.58 	gb2: 0.49 	gb3: 1.93 	gb4: 1.63 	gb5: 2.59
			Robot 4 	f: -297.55 	mf: -372.00 	ga0: 0.85 	ga1: 8.98 	ga2: 0.30 	ga3: 0.07 	ga4: 0.03 	gb0: 0.59 	gb1: 0.42 	gb2: 0.32 	gb3: 3.22 	gb4: 1.27 	gb5: 2.11
			Robot 5 	f: -129.96 	mf: 264.50 	ga0: 1.00 	ga1: 9.33 	ga2: 0.11 	ga3: 0.06 	ga4: 0.04 	gb0: 0.17 	gb1: 0.38 	gb2: 0.63 	gb3: 2.64 	gb4: 1.78 	gb5: 1.46
			Robot 6 	f: -1400.06 	mf: -1218.00 	ga0: 0.89 	ga1: 9.31 	ga2: 0.09 	ga3: 0.07 	ga4: 0.12 	gb0: 0.33 	gb1: 0.62 	gb2: 0.82 	gb3: 2.22 	gb4: 1.77 	gb5: 2.49
			Robot 7 	f: -969.75 	mf: -691.50 	ga0: 0.95 	ga1: 4.76 	ga2: 0.09 	ga3: 0.08 	ga4: 0.03 	gb0: 0.14 	gb1: 0.36 	gb2: 0.36 	gb3: 1.44 	gb4: 1.13 	gb5: 2.49
			Robot 8 	f: -2179.09 	mf: -776.00 	ga0: 1.00 	ga1: 8.99 	ga2: 0.08 	ga3: 0.13 	ga4: 0.03 	gb0: 0.16 	gb1: 0.63 	gb2: 0.72 	gb3: 2.54 	gb4: 2.85 	gb5: 0.92
			Robot 9 	f: -3100.50 	mf: -1669.50 	ga0: 0.85 	ga1: 9.32 	ga2: 0.11 	ga3: 0.19 	ga4: 0.05 	gb0: 0.15 	gb1: 0.51 	gb2: 0.70 	gb3: 3.61 	gb4: 2.94 	gb5: 1.19
			Robot 10 	f: -829.40 	mf: 61.00 	ga0: 1.00 	ga1: 9.31 	ga2: 0.09 	ga3: 0.35 	ga4: 0.49 	gb0: 0.37 	gb1: 0.31 	gb2: 0.69 	gb3: 2.04 	gb4: 3.15 	gb5: 2.45
			Robot 11 	f: -608.60 	mf: -660.50 	ga0: 0.89 	ga1: 9.31 	ga2: 0.09 	ga3: 0.52 	ga4: 0.04 	gb0: 0.59 	gb1: 0.50 	gb2: 0.54 	gb3: 3.11 	gb4: 1.46 	gb5: 2.17
			Robot 12 	f: -1060.76 	mf: -1995.50 	ga0: 0.89 	ga1: 9.31 	ga2: 0.35 	ga3: 0.07 	ga4: 0.04 	gb0: 0.33 	gb1: 0.52 	gb2: 0.64 	gb3: 3.75 	gb4: 1.15 	gb5: 2.49
			Robot 13 	f: -1104.99 	mf: -515.00 	ga0: 1.00 	ga1: 8.07 	ga2: 0.08 	ga3: 0.06 	ga4: 0.24 	gb0: 0.48 	gb1: 0.29 	gb2: 0.52 	gb3: 2.63 	gb4: 2.26 	gb5: 2.43
			Robot 14 	f: -249.25 	mf: -76.50 	ga0: 1.00 	ga1: 9.30 	ga2: 0.08 	ga3: 0.05 	ga4: 0.06 	gb0: 0.61 	gb1: 0.69 	gb2: 0.46 	gb3: 1.92 	gb4: 2.99 	gb5: 1.45
		Population 6
			Robot 0 	f: -1147.04 	mf: -409.50 	ga0: 0.61 	ga1: 9.27 	ga2: 0.40 	ga3: 0.15 	ga4: 0.09 	gb0: 0.24 	gb1: 0.76 	gb2: 0.29 	gb3: 2.94 	gb4: 3.64 	gb5: 2.99
			Robot 1 	f: -225.37 	mf: 150.00 	ga0: 0.65 	ga1: 9.24 	ga2: 0.07 	ga3: 0.39 	ga4: 0.00 	gb0: 0.25 	gb1: 0.60 	gb2: 0.51 	gb3: 3.48 	gb4: 2.04 	gb5: 1.85
			Robot 2 	f: -1245.62 	mf: -692.50 	ga0: 0.71 	ga1: 5.23 	ga2: 0.08 	ga3: 0.30 	ga4: 0.01 	gb0: 0.57 	gb1: 0.51 	gb2: 0.70 	gb3: 2.46 	gb4: 1.84 	gb5: 2.49
			Robot 3 	f: -496.62 	mf: -991.50 	ga0: 0.71 	ga1: 9.26 	ga2: 0.08 	ga3: 0.30 	ga4: 0.01 	gb0: 0.22 	gb1: 0.75 	gb2: 0.59 	gb3: 3.43 	gb4: 1.49 	gb5: 1.43
			Robot 4 	f: 558.55 	mf: 130.00 	ga0: 0.85 	ga1: 8.98 	ga2: 0.30 	ga3: 0.07 	ga4: 0.03 	gb0: 0.59 	gb1: 0.42 	gb2: 0.32 	gb3: 3.22 	gb4: 1.27 	gb5: 2.11
			Robot 5 	f: -2098.13 	mf: -1113.50 	ga0: 0.75 	ga1: 5.13 	ga2: 0.08 	ga3: 0.29 	ga4: 0.01 	gb0: 0.21 	gb1: 0.62 	gb2: 0.49 	gb3: 3.01 	gb4: 3.20 	gb5: 1.95
			Robot 6 	f: -1614.01 	mf: -1507.00 	ga0: 0.72 	ga1: 9.26 	ga2: 0.08 	ga3: 0.30 	ga4: 0.04 	gb0: 0.14 	gb1: 0.55 	gb2: 0.38 	gb3: 1.69 	gb4: 1.90 	gb5: 1.96
			Robot 7 	f: -1151.03 	mf: -1060.00 	ga0: 0.74 	ga1: 4.45 	ga2: 0.08 	ga3: 0.30 	ga4: 0.01 	gb0: 0.24 	gb1: 0.56 	gb2: 0.34 	gb3: 2.06 	gb4: 2.45 	gb5: 2.03
			Robot 8 	f: -63.73 	mf: -1121.00 	ga0: 1.00 	ga1: 8.99 	ga2: 0.08 	ga3: 0.13 	ga4: 0.03 	gb0: 0.16 	gb1: 0.63 	gb2: 0.72 	gb3: 2.54 	gb4: 2.85 	gb5: 0.92
