QtdRobots: 15
QtdEnvironments: 10
QtdRepetitions: 10
QtdObstacles: 120
PointsCollision: -1000
PointsMoving: 10
MaxPopulation: 150
MaxTime: 3000
EnvMutationRate: 0.2
QtdSensors: 3
EnableSensor: 0.7

Environment 0	 h: 3	 mr: 0.2	 nc: 0.3	 nm: 0.5	 bmp: 1	 cc: 0
	Repetition 0
		Population 0
			Robot 0 	f: -1752.55 	mf: -1752.00 	ga0: 1.00 	ga1: 9.80 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	gb0: 0.58 	gb1: 0.70 	gb2: 0.36 	gb3: 3.05 	gb4: 2.27 	gb5: 3.55
			Robot 2 	f: -2163.09 	mf: -169.00 	ga0: 0.32 	ga1: 9.19 	ga2: 0.00 	ga3: 0.32 	ga4: 0.35 	gb0: 0.36 	gb1: 0.51 	gb2: 0.32 	gb3: 0.73 	gb4: 2.89 	gb5: 3.93
			Robot 3 	f: -5972.77 	mf: -4411.00 	ga0: 0.65 	ga1: 8.14 	ga2: 0.01 	ga3: 0.32 	ga4: 0.00 	gb0: 0.17 	gb1: 0.66 	gb2: 0.63 	gb3: 1.28 	gb4: 4.47 	gb5: 3.47
			Robot 4 	f: -1509.61 	mf: -1814.00 	ga0: 0.32 	ga1: 8.37 	ga2: 0.00 	ga3: 0.41 	ga4: 0.11 	gb0: 0.29 	gb1: 0.48 	gb2: 0.60 	gb3: 1.63 	gb4: 2.57 	gb5: 1.94
			Robot 5 	f: 631.56 	mf: 290.00 	ga0: 0.32 	ga1: 8.55 	ga2: 0.00 	ga3: 0.32 	ga4: 0.41 	gb0: 0.29 	gb1: 0.52 	gb2: 0.55 	gb3: 0.75 	gb4: 3.15 	gb5: 2.49
			Robot 6 	f: 233.73 	mf: -1481.50 	ga0: 0.65 	ga1: 8.41 	ga2: 0.42 	ga3: 0.32 	ga4: 0.00 	gb0: 0.20 	gb1: 0.53 	gb2: 0.32 	gb3: 2.94 	gb4: 3.47 	gb5: 4.06
			Robot 7 	f: 203.69 	mf: 73.00 	ga0: 0.65 	ga1: 7.39 	ga2: 0.00 	ga3: 0.32 	ga4: 0.00 	gb0: 0.56 	gb1: 0.29 	gb2: 0.56 	gb3: 2.55 	gb4: 3.47 	gb5: 3.62
			Robot 8 	f: 682.20 	mf: 495.50 	ga0: 0.50 	ga1: 8.93 	ga2: 0.00 	ga3: 0.46 	ga4: 0.00 	gb0: 0.40 	gb1: 0.48 	gb2: 0.36 	gb3: 0.99 	gb4: 4.02 	gb5: 2.92
			Robot 9 	f: -1712.70 	mf: -1326.50 	ga0: 0.65 	ga1: 8.93 	ga2: 0.00 	ga3: 0.32 	ga4: 0.51 	gb0: 0.22 	gb1: 0.40 	gb2: 0.31 	gb3: 0.88 	gb4: 3.81 	gb5: 3.14
			Robot 10 	f: -1550.98 	mf: -1208.00 	ga0: 0.65 	ga1: 5.78 	ga2: 0.00 	ga3: 0.32 	ga4: 0.31 	gb0: 0.66 	gb1: 0.51 	gb2: 0.53 	gb3: 2.55 	gb4: 3.04 	gb5: 3.46
			Robot 11 	f: -428.44 	mf: -1830.00 	ga0: 0.50 	ga1: 8.78 	ga2: 0.00 	ga3: 0.43 	ga4: 0.44 	gb0: 0.28 	gb1: 0.43 	gb2: 0.21 	gb3: 1.10 	gb4: 2.01 	gb5: 2.66
			Robot 12 	f: -1458.77 	mf: -543.00 	ga0: 0.65 	ga1: 8.73 	ga2: 0.00 	ga3: 0.32 	ga4: 0.07 	gb0: 0.55 	gb1: 0.53 	gb2: 0.30 	gb3: 2.63 	gb4: 3.78 	gb5: 2.53
			Robot 13 	f: -2669.71 	mf: -1917.00 	ga0: 0.65 	ga1: 8.48 	ga2: 0.00 	ga3: 0.32 	ga4: 0.00 	gb0: 0.31 	gb1: 0.47 	gb2: 0.37 	gb3: 2.86 	gb4: 4.20 	gb5: 1.90
			Robot 14 	f: -1868.62 	mf: -1335.50 	ga0: 0.65 	ga1: 8.84 	ga2: 0.00 	ga3: 0.32 	ga4: 0.00 	gb0: 0.25 	gb1: 0.48 	gb2: 0.35 	gb3: 1.04 	gb4: 2.18 	gb5: 2.07
		Population 2
			Robot 0 	f: 112.83 	mf: -894.67 	ga0: 0.65 	ga1: 7.93 	ga2: 0.00 	ga3: 0.32 	ga4: 0.00 	gb0: 0.41 	gb1: 0.32 	gb2: 0.64 	gb3: 2.25 	gb4: 1.99 	gb5: 3.53
			Robot 1 	f: -3280.48 	mf: -1873.00 	ga0: 0.65 	ga1: 7.83 	ga2: 0.00 	ga3: 0.32 	ga4: 0.00 	gb0: 0.68 	gb1: 0.45 	gb2: 0.64 	gb3: 3.18 	gb4: 3.70 	gb5: 4.07
			Robot 2 	f: -4089.50 	mf: -1475.67 	ga0: 0.55 	ga1: 7.93 	ga2: 0.00 	ga3: 0.32 	ga4: 0.20 	gb0: 0.51 	gb1: 0.21 	gb2: 0.59 	gb3: 1.81 	gb4: 3.88 	gb5: 4.08
			Robot 3 	f: -4006.38 	mf: -4276.00 	ga0: 0.65 	ga1: 7.61 	ga2: 0.00 	ga3: 0.32 	ga4: 0.20 	gb0: 0.62 	gb1: 0.57 	gb2: 0.71 	gb3: 2.92 	gb4: 3.24 	gb5: 4.11
			Robot 4 	f: -379.48 	mf: -1335.67 	ga0: 0.55 	ga1: 5.34 	ga2: 0.00 	ga3: 0.35 	ga4: 0.03 	gb0: 0.63 	gb1: 0.30 	gb2: 0.58 	gb3: 3.42 	gb4: 4.05 	gb5: 3.38
			Robot 5 	f: -1961.46 	mf: -459.67 	ga0: 0.55 	ga1: 7.74 	ga2: 0.00 	ga3: 0.18 	ga4: 0.12 	gb0: 0.26 	gb1: 0.25 	gb2: 0.39 	gb3: 1.18 	gb4: 1.69 	gb5: 3.61
			Robot 6 	f: -4419.29 	mf: -2460.33 	ga0: 0.65 	ga1: 7.69 	ga2: 0.13 	ga3: 0.32 	ga4: 0.44 	gb0: 0.62 	gb1: 0.52 	gb2: 0.53 	gb3: 3.10 	gb4: 2.55 	gb5: 3.08
			Robot 7 	f: 478.36 	mf: 208.00 	ga0: 0.65 	ga1: 7.39 	ga2: 0.00 	ga3: 0.32 	ga4: 0.00 	gb0: 0.56 	gb1: 0.29 	gb2: 0.56 	gb3: 2.55 	gb4: 3.47 	gb5: 3.62
			Robot 8 	f: -372.19 	mf: 206.33 	ga0: 0.61 	ga1: 7.85 	ga2: 0.00 	ga3: 0.20 	ga4: 0.00 	gb0: 0.35 	gb1: 0.38 	gb2: 0.49 	gb3: 2.77 	gb4: 3.33 	gb5: 1.72
			Robot 9 	f: 931.12 	mf: -574.00 	ga0: 0.65 	ga1: 8.93 	ga2: 0.00 	ga3: 0.32 	ga4: 0.51 	gb0: 0.22 	gb1: 0.40 	gb2: 0.31 	gb3: 0.88 	gb4: 3.81 	gb5: 3.14
			Robot 10 	f: -2107.62 	mf: -1507.67 	ga0: 0.32 	ga1: 3.45 	ga2: 0.00 	ga3: 0.32 	ga4: 0.09 	gb0: 0.65 	gb1: 0.18 	gb2: 0.29 	gb3: 2.71 	gb4: 1.68 	gb5: 2.01
			Robot 11 	f: -1491.15 	mf: -1717.00 	ga0: 0.61 	ga1: 7.81 	ga2: 0.36 	ga3: 0.35 	ga4: 0.13 	gb0: 0.31 	gb1: 0.57 	gb2: 0.51 	gb3: 3.41 	gb4: 1.93 	gb5: 2.72
			Robot 12 	f: -1894.80 	mf: -993.33 	ga0: 0.65 	ga1: 7.79 	ga2: 0.44 	ga3: 0.32 	ga4: 0.29 	gb0: 0.48 	gb1: 0.32 	gb2: 0.47 	gb3: 3.22 	gb4: 3.01 	gb5: 3.06
			Robot 13 	f: -1138.41 	mf: -1657.33 	ga0: 0.65 	ga1: 7.72 	ga2: 0.00 	ga3: 0.32 	ga4: 0.00 	gb0: 0.65 	gb1: 0.50 	gb2: 0.61 	gb3: 3.73 	gb4: 2.53 	gb5: 3.61
			Robot 14 	f: -650.28 	mf: -1107.00 	ga0: 0.65 	ga1: 5.41 	ga2: 0.00 	ga3: 0.32 	ga4: 0.00 	gb0: 0.71 	gb1: 0.25 	gb2: 0.29 	gb3: 2.58 	gb4: 2.56 	gb5: 4.02
		Population 3
			Robot 0 	f: -1373.14 	mf: -768.00 	ga0: 0.82 	ga1: 7.55 	ga2: 0.00 	ga3: 0.30 	ga4: 0.00 	gb0: 0.50 	gb1: 0.32 	gb2: 0.54 	gb3: 3.46 	gb4: 3.51 	gb5: 2.10
			Robot 1 	f: -822.19 	mf: -1599.00 	ga0: 0.65 	ga1: 7.83 	ga2: 0.00 	ga3: 0.32 	ga4: 0.00 	gb0: 0.68 	gb1: 0.45 	gb2: 0.64 	gb3: 3.18 	gb4: 3.70 	gb5: 4.07
			Robot 2 	f: 176.95 	mf: -2025.33 	ga0: 0.55 	ga1: 7.93 	ga2: 0.00 	ga3: 0.32 	ga4: 0.20 	gb0: 0.51 	gb1: 0.21 	gb2: 0.59 	gb3: 1.81 	gb4: 3.88 	gb5: 4.08
			Robot 3 	f: -810.86 	mf: -3596.00 	ga0: 0.65 	ga1: 7.61 	ga2: 0.00 	ga3: 0.32 	ga4: 0.20 	gb0: 0.62 	gb1: 0.57 	gb2: 0.71 	gb3: 2.92 	gb4: 3.24 	gb5: 4.11
			Robot 4 	f: 334.95 	mf: -518.00 	ga0: 0.55 	ga1: 5.34 	ga2: 0.00 	ga3: 0.35 	ga4: 0.03 	gb0: 0.63 	gb1: 0.30 	gb2: 0.58 	gb3: 3.42 	gb4: 4.05 	gb5: 3.38
			Robot 5 	f: -1228.11 	mf: -852.33 	ga0: 0.55 	ga1: 7.74 	ga2: 0.00 	ga3: 0.18 	ga4: 0.12 	gb0: 0.26 	gb1: 0.25 	gb2: 0.39 	gb3: 1.18 	gb4: 1.69 	gb5: 3.61
			Robot 6 	f: -631.78 	mf: -1605.33 	ga0: 0.65 	ga1: 7.69 	ga2: 0.13 	ga3: 0.32 	ga4: 0.44 	gb0: 0.62 	gb1: 0.52 	gb2: 0.53 	gb3: 3.10 	gb4: 2.55 	gb5: 3.08
			Robot 7 	f: -1248.42 	mf: -188.33 	ga0: 0.65 	ga1: 7.39 	ga2: 0.00 	ga3: 0.32 	ga4: 0.00 	gb0: 0.56 	gb1: 0.29 	gb2: 0.56 	gb3: 2.55 	gb4: 3.47 	gb5: 3.62
			Robot 8 	f: -2045.17 	mf: -578.00 	ga0: 0.64 	ga1: 7.53 	ga2: 0.00 	ga3: 0.28 	ga4: 0.00 	gb0: 0.39 	gb1: 0.46 	gb2: 0.60 	gb3: 2.42 	gb4: 1.89 	gb5: 2.81
			Robot 9 	f: -503.98 	mf: -428.00 	ga0: 0.65 	ga1: 8.93 	ga2: 0.00 	ga3: 0.32 	ga4: 0.51 	gb0: 0.22 	gb1: 0.40 	gb2: 0.31 	gb3: 0.88 	gb4: 3.81 	gb5: 3.14
			Robot 10 	f: -1212.83 	mf: -1623.00 	ga0: 0.32 	ga1: 3.45 	ga2: 0.00 	ga3: 0.32 	ga4: 0.09 	gb0: 0.65 	gb1: 0.18 	gb2: 0.29 	gb3: 2.71 	gb4: 1.68 	gb5: 2.01
			Robot 11 	f: -662.53 	mf: -860.33 	ga0: 0.61 	ga1: 7.81 	ga2: 0.36 	ga3: 0.35 	ga4: 0.13 	gb0: 0.31 	gb1: 0.57 	gb2: 0.51 	gb3: 3.41 	gb4: 1.93 	gb5: 2.72
			Robot 12 	f: -383.15 	mf: -1245.00 	ga0: 0.65 	ga1: 7.79 	ga2: 0.44 	ga3: 0.32 	ga4: 0.29 	gb0: 0.48 	gb1: 0.32 	gb2: 0.47 	gb3: 3.22 	gb4: 3.01 	gb5: 3.06
			Robot 13 	f: -787.04 	mf: -1531.33 	ga0: 0.65 	ga1: 7.72 	ga2: 0.00 	ga3: 0.32 	ga4: 0.00 	gb0: 0.65 	gb1: 0.50 	gb2: 0.61 	gb3: 3.73 	gb4: 2.53 	gb5: 3.61
			Robot 14 	f: -2973.69 	mf: -1830.33 	ga0: 0.65 	ga1: 7.90 	ga2: 0.00 	ga3: 0.32 	ga4: 0.09 	gb0: 0.59 	gb1: 0.45 	gb2: 0.61 	gb3: 2.03 	gb4: 3.50 	gb5: 3.14
		Population 4
			Robot 0 	f: -2173.14 	mf: -1144.33 	ga0: 0.63 	ga1: 6.00 	ga2: 0.00 	ga3: 0.33 	ga4: 0.02 	gb0: 0.32 	gb1: 0.63 	gb2: 0.54 	gb3: 2.20 	gb4: 2.62 	gb5: 3.80
			Robot 1 	f: -2771.09 	mf: -2291.00 	ga0: 0.79 	ga1: 6.09 	ga2: 0.00 	ga3: 0.34 	ga4: 0.02 	gb0: 0.81 	gb1: 0.52 	gb2: 0.70 	gb3: 3.28 	gb4: 2.81 	gb5: 2.08
			Robot 2 	f: -1231.21 	mf: -1714.33 	ga0: 0.55 	ga1: 6.12 	ga2: 0.00 	ga3: 0.24 	ga4: 0.08 	gb0: 0.57 	gb1: 0.40 	gb2: 0.72 	gb3: 1.97 	gb4: 4.24 	gb5: 2.98
			Robot 3 	f: -1968.26 	mf: -2261.33 	ga0: 0.58 	ga1: 6.02 	ga2: 0.00 	ga3: 0.34 	ga4: 0.15 	gb0: 0.79 	gb1: 0.24 	gb2: 0.70 	gb3: 3.78 	gb4: 3.25 	gb5: 3.30
			Robot 4 	f: 393.26 	mf: 115.67 	ga0: 0.55 	ga1: 5.34 	ga2: 0.00 	ga3: 0.35 	ga4: 0.03 	gb0: 0.63 	gb1: 0.30 	gb2: 0.58 	gb3: 3.42 	gb4: 4.05 	gb5: 3.38
			Robot 5 	f: -731.47 	mf: -1306.67 	ga0: 0.55 	ga1: 6.06 	ga2: 0.00 	ga3: 0.34 	ga4: 0.06 	gb0: 0.56 	gb1: 0.39 	gb2: 0.54 	gb3: 1.64 	gb4: 4.02 	gb5: 3.58
			Robot 6 	f: -3388.76 	mf: -2812.67 	ga0: 0.58 	ga1: 6.05 	ga2: 0.04 	ga3: 0.34 	ga4: 0.16 	gb0: 0.44 	gb1: 0.41 	gb2: 0.59 	gb3: 4.06 	gb4: 1.95 	gb5: 3.87
			Robot 7 	f: -3036.45 	mf: -1268.33 	ga0: 0.58 	ga1: 3.48 	ga2: 0.00 	ga3: 0.34 	ga4: 0.02 	gb0: 0.37 	gb1: 0.32 	gb2: 0.75 	gb3: 1.98 	gb4: 2.22 	gb5: 4.21
			Robot 8 	f: -4806.38 	mf: -2407.67 	ga0: 0.58 	ga1: 6.00 	ga2: 0.10 	ga3: 0.33 	ga4: 0.02 	gb0: 0.49 	gb1: 0.56 	gb2: 0.47 	gb3: 3.66 	gb4: 3.47 	gb5: 1.83
			Robot 9 	f: -1595.53 	mf: -388.67 	ga0: 0.79 	ga1: 6.42 	ga2: 0.05 	ga3: 0.48 	ga4: 0.18 	gb0: 0.63 	gb1: 0.44 	gb2: 0.71 	gb3: 1.37 	gb4: 3.13 	gb5: 1.68
			Robot 10 	f: -993.78 	mf: -1437.33 	ga0: 0.48 	ga1: 4.78 	ga2: 0.00 	ga3: 0.34 	ga4: 0.05 	gb0: 0.36 	gb1: 0.39 	gb2: 0.66 	gb3: 1.75 	gb4: 3.96 	gb5: 2.98
			Robot 11 	f: -889.24 	mf: -1014.00 	ga0: 0.57 	ga1: 6.08 	ga2: 0.11 	ga3: 0.35 	ga4: 0.06 	gb0: 0.42 	gb1: 0.19 	gb2: 0.65 	gb3: 1.81 	gb4: 2.29 	gb5: 2.77
			Robot 12 	f: -978.63 	mf: -1085.00 	ga0: 0.58 	ga1: 6.08 	ga2: 0.13 	ga3: 0.34 	ga4: 0.11 	gb0: 0.66 	gb1: 0.54 	gb2: 0.62 	gb3: 2.34 	gb4: 4.23 	gb5: 2.86
			Robot 13 	f: -1696.70 	mf: -1207.00 	ga0: 0.58 	ga1: 6.05 	ga2: 0.39 	ga3: 0.34 	ga4: 0.02 	gb0: 0.35 	gb1: 0.36 	gb2: 0.31 	gb3: 3.42 	gb4: 1.93 	gb5: 3.68
			Robot 14 	f: 91.08 	mf: -1177.33 	ga0: 0.58 	ga1: 6.11 	ga2: 0.00 	ga3: 0.34 	ga4: 0.05 	gb0: 0.78 	gb1: 0.66 	gb2: 0.71 	gb3: 2.43 	gb4: 2.59 	gb5: 2.98
		Population 5
			Robot 0 	f: -373.91 	mf: -1306.33 	ga0: 0.58 	ga1: 5.54 	ga2: 0.28 	ga3: 0.33 	ga4: 0.03 	gb0: 0.69 	gb1: 0.28 	gb2: 0.65 	gb3: 3.08 	gb4: 3.91 	gb5: 3.76
			Robot 1 	f: -374.26 	mf: -1322.33 	ga0: 0.62 	ga1: 5.57 	ga2: 0.00 	ga3: 0.35 	ga4: 0.03 	gb0: 0.59 	gb1: 0.52 	gb2: 0.72 	gb3: 3.48 	gb4: 2.92 	gb5: 2.71
			Robot 2 	f: -4801.13 	mf: -1951.67 	ga0: 0.55 	ga1: 5.57 	ga2: 0.00 	ga3: 0.32 	ga4: 0.05 	gb0: 0.78 	gb1: 0.45 	gb2: 0.55 	gb3: 2.32 	gb4: 2.11 	gb5: 2.23
			Robot 3 	f: -489.41 	mf: -1089.00 	ga0: 0.56 	ga1: 5.55 	ga2: 0.00 	ga3: 0.35 	ga4: 0.07 	gb0: 0.58 	gb1: 0.64 	gb2: 0.62 	gb3: 3.28 	gb4: 4.37 	gb5: 3.72
			Robot 4 	f: 1032.95 	mf: 586.33 	ga0: 0.55 	ga1: 5.34 	ga2: 0.00 	ga3: 0.35 	ga4: 0.03 	gb0: 0.63 	gb1: 0.30 	gb2: 0.58 	gb3: 3.42 	gb4: 4.05 	gb5: 3.38
			Robot 5 	f: 422.69 	mf: -512.33 	ga0: 0.78 	ga1: 5.56 	ga2: 0.00 	ga3: 0.35 	ga4: 0.04 	gb0: 0.34 	gb1: 0.44 	gb2: 0.48 	gb3: 2.75 	gb4: 2.80 	gb5: 2.07
			Robot 6 	f: -886.05 	mf: -1635.00 	ga0: 0.56 	ga1: 5.55 	ga2: 0.04 	ga3: 0.35 	ga4: 0.07 	gb0: 0.64 	gb1: 0.66 	gb2: 0.45 	gb3: 3.28 	gb4: 3.58 	gb5: 2.37
			Robot 7 	f: 212.08 	mf: -1357.33 	ga0: 0.56 	ga1: 4.78 	ga2: 0.49 	ga3: 0.35 	ga4: 0.30 	gb0: 0.68 	gb1: 0.57 	gb2: 0.42 	gb3: 2.15 	gb4: 3.36 	gb5: 2.90
			Robot 8 	f: -1397.94 	mf: -2749.33 	ga0: 0.56 	ga1: 5.54 	ga2: 0.04 	ga3: 0.34 	ga4: 0.03 	gb0: 0.56 	gb1: 0.28 	gb2: 0.75 	gb3: 2.81 	gb4: 2.68 	gb5: 3.60
			Robot 9 	f: -1660.71 	mf: -1252.67 	ga0: 0.62 	ga1: 4.83 	ga2: 0.02 	ga3: 0.39 	ga4: 0.08 	gb0: 0.63 	gb1: 0.19 	gb2: 0.33 	gb3: 1.47 	gb4: 4.31 	gb5: 2.28
			Robot 10 	f: 887.27 	mf: -439.33 	ga0: 0.53 	ga1: 4.09 	ga2: 0.00 	ga3: 0.35 	ga4: 0.04 	gb0: 0.58 	gb1: 0.61 	gb2: 0.33 	gb3: 2.57 	gb4: 4.48 	gb5: 2.86
			Robot 11 	f: -191.70 	mf: -580.67 	ga0: 0.28 	ga1: 5.56 	ga2: 0.03 	ga3: 0.23 	ga4: 0.04 	gb0: 0.75 	gb1: 0.19 	gb2: 0.52 	gb3: 2.58 	gb4: 3.95 	gb5: 1.99
			Robot 12 	f: -3697.42 	mf: -1686.00 	ga0: 0.56 	ga1: 5.56 	ga2: 0.04 	ga3: 0.35 	ga4: 0.06 	gb0: 0.33 	gb1: 0.32 	gb2: 0.54 	gb3: 2.83 	gb4: 2.41 	gb5: 3.86
			Robot 13 	f: -714.25 	mf: -1065.67 	ga0: 0.56 	ga1: 5.56 	ga2: 0.12 	ga3: 0.35 	ga4: 0.44 	gb0: 0.70 	gb1: 0.46 	gb2: 0.68 	gb3: 2.72 	gb4: 2.01 	gb5: 1.99
			Robot 14 	f: -4816.22 	mf: -2565.67 	ga0: 0.78 	ga1: 5.57 	ga2: 0.00 	ga3: 0.35 	ga4: 0.36 	gb0: 0.64 	gb1: 0.50 	gb2: 0.63 	gb3: 2.54 	gb4: 2.37 	gb5: 3.12
		Population 6
			Robot 0 	f: -1054.43 	mf: -1200.00 	ga0: 0.58 	ga1: 5.54 	ga2: 0.28 	ga3: 0.33 	ga4: 0.03 	gb0: 0.69 	gb1: 0.28 	gb2: 0.65 	gb3: 3.08 	gb4: 3.91 	gb5: 3.76
			Robot 1 	f: -349.85 	mf: -1164.67 	ga0: 0.62 	ga1: 5.57 	ga2: 0.00 	ga3: 0.35 	ga4: 0.03 	gb0: 0.59 	gb1: 0.52 	gb2: 0.72 	gb3: 3.48 	gb4: 2.92 	gb5: 2.71
			Robot 2 	f: -13563.87 	mf: -6531.67 	ga0: 0.55 	ga1: 5.41 	ga2: 0.00 	ga3: 0.34 	ga4: 0.04 	gb0: 0.64 	gb1: 0.56 	gb2: 0.34 	gb3: 3.00 	gb4: 3.18 	gb5: 3.59
			Robot 3 	f: -15519.25 	mf: -5992.00 	ga0: 0.56 	ga1: 5.40 	ga2: 0.00 	ga3: 0.35 	ga4: 0.04 	gb0: 0.32 	gb1: 0.44 	gb2: 0.39 	gb3: 3.19 	gb4: 3.72 	gb5: 2.26
			Robot 4 	f: -1262.88 	mf: 54.67 	ga0: 0.55 	ga1: 5.34 	ga2: 0.00 	ga3: 0.35 	ga4: 0.03 	gb0: 0.63 	gb1: 0.30 	gb2: 0.58 	gb3: 3.42 	gb4: 4.05 	gb5: 3.38
			Robot 5 	f: -4505.51 	mf: -1604.33 	ga0: 0.62 	ga1: 5.41 	ga2: 0.00 	ga3: 0.35 	ga4: 0.04 	gb0: 0.29 	gb1: 0.18 	gb2: 0.39 	gb3: 4.01 	gb4: 2.74 	gb5: 1.56
			Robot 6 	f: -1053.74 	mf: -1775.67 	ga0: 0.56 	ga1: 5.55 	ga2: 0.04 	ga3: 0.35 	ga4: 0.07 	gb0: 0.64 	gb1: 0.66 	gb2: 0.45 	gb3: 3.28 	gb4: 3.58 	gb5: 2.37
			Robot 7 	f: -1149.87 	mf: -1324.00 	ga0: 0.56 	ga1: 4.78 	ga2: 0.49 	ga3: 0.35 	ga4: 0.30 	gb0: 0.68 	gb1: 0.57 	gb2: 0.42 	gb3: 2.15 	gb4: 3.36 	gb5: 2.90
			Robot 8 	f: -24.68 	mf: -2075.67 	ga0: 0.56 	ga1: 5.54 	ga2: 0.04 	ga3: 0.34 	ga4: 0.03 	gb0: 0.56 	gb1: 0.28 	gb2: 0.75 	gb3: 2.81 	gb4: 2.68 	gb5: 3.60
